,Hours,SE1,SE2,SE3,SE4,SE
17-03-2020,16 - 17,1245,2020,11762,3270,18297
17-03-2020,17 - 18,1205,2278,12021,3350,18854
17-03-2020,18 - 19,1254,2088,12083,3488,18913
17-03-2020,19 - 20,1195,1919,11814,3464,18392
17-03-2020,20 - 21,1200,1898,11434,3241,17773
17-03-2020,21 - 22,1238,1920,10765,3073,16996
17-03-2020,22 - 23,1164,1749,10315,2887,16115
17-03-2020,23 - 00,1142,1874,9795,2715,15526
18-03-2020,00 - 01,1093,1856,9294,2600,14843
18-03-2020,01 - 02,1056,1610,9018,2497,14181
18-03-2020,02 - 03,1053,1552,8993,2552,14150
18-03-2020,03 - 04,1060,1819,9212,2612,14703
18-03-2020,04 - 05,1082,1802,9376,2587,14847
18-03-2020,05 - 06,1053,1719,9863,2627,15262
18-03-2020,06 - 07,1186,1770,10715,2953,16624
18-03-2020,07 - 08,1309,1900,11693,3311,18213
18-03-2020,08 - 09,1313,2049,12049,3400,18811
18-03-2020,09 - 10,1208,2146,12093,3444,18891
18-03-2020,10 - 11,1224,1930,12313,3543,19010
18-03-2020,11 - 12,1275,1885,12238,3573,18971
18-03-2020,12 - 13,1241,1910,12090,3587,18828
18-03-2020,13 - 14,1123,1888,11808,3554,18373
18-03-2020,14 - 15,1188,1838,11652,3509,18187
18-03-2020,15 - 16,1137,1860,11539,3481,18017
18-03-2020,16 - 17,1213,2112,11672,3390,18387
18-03-2020,17 - 18,1269,2249,12098,3510,19126
18-03-2020,18 - 19,1104,2245,12329,3569,19247
18-03-2020,19 - 20,1151,2282,12398,3543,19374
18-03-2020,20 - 21,1085,2317,11907,3428,18737
18-03-2020,21 - 22,1144,2162,11377,3251,17934
18-03-2020,22 - 23,1095,1879,10860,3086,16920
18-03-2020,23 - 00,1094,1847,10267,2883,16091
19-03-2020,00 - 01,1124,1933,9906,2694,15657
19-03-2020,01 - 02,1199,1873,9734,2651,15457
19-03-2020,02 - 03,1231,2016,9690,2617,15554
19-03-2020,03 - 04,1154,2088,9899,2660,15801
19-03-2020,04 - 05,1139,2122,10130,2719,16110
19-03-2020,05 - 06,1107,2134,10555,2884,16680
19-03-2020,06 - 07,1222,2250,11338,3131,17941
19-03-2020,07 - 08,1313,2190,12073,3402,18978
19-03-2020,08 - 09,1624,2294,12045,3418,19381
19-03-2020,09 - 10,1449,2326,11748,3349,18872
19-03-2020,10 - 11,1215,2127,11633,3302,18277
19-03-2020,11 - 12,1272,2135,11615,3229,18251
19-03-2020,12 - 13,1377,2265,11411,3175,18228
19-03-2020,13 - 14,1384,2252,11134,3198,17968
19-03-2020,14 - 15,1272,2333,11086,3131,17822
19-03-2020,15 - 16,1354,2395,11166,3131,18046
19-03-2020,16 - 17,1418,2422,11057,3141,18038
19-03-2020,17 - 18,1406,2378,11443,3291,18518
19-03-2020,18 - 19,1506,2287,11899,3409,19101
19-03-2020,19 - 20,1328,2288,11976,3440,19032
19-03-2020,20 - 21,1365,2145,11499,3284,18293
19-03-2020,21 - 22,1549,1953,11011,3125,17638
19-03-2020,22 - 23,1323,2120,10536,2990,16969
19-03-2020,23 - 00,1371,1980,10107,2833,16291
20-03-2020,00 - 01,1265,1788,9630,2734,15417
20-03-2020,01 - 02,1297,1740,9439,2668,15144
20-03-2020,02 - 03,1316,1819,9382,2635,15152
20-03-2020,03 - 04,1416,1833,9420,2674,15343
20-03-2020,04 - 05,1221,1958,9598,2673,15450
20-03-2020,05 - 06,1055,2118,10149,2790,16112
20-03-2020,06 - 07,1263,2222,11076,3089,17650
20-03-2020,07 - 08,1463,2299,11900,3386,19048
20-03-2020,08 - 09,1524,2361,12208,3470,19563
20-03-2020,09 - 10,1381,2446,12165,3454,19446
20-03-2020,10 - 11,1211,2387,12062,3478,19138
20-03-2020,11 - 12,1196,2214,12009,3446,18865
20-03-2020,12 - 13,1200,2121,11927,3392,18640
20-03-2020,13 - 14,1103,2001,11608,3191,17903
20-03-2020,14 - 15,1025,1874,11391,2953,17243
20-03-2020,15 - 16,1207,2051,11331,2896,17485
20-03-2020,16 - 17,1251,1981,11376,2937,17545
20-03-2020,17 - 18,1273,2223,11907,3066,18469
20-03-2020,18 - 19,1434,2273,12478,3282,19467
20-03-2020,19 - 20,1359,2098,12438,3326,19221
20-03-2020,20 - 21,1125,2070,12068,3164,18427
20-03-2020,21 - 22,1165,1924,11722,3101,17912
20-03-2020,22 - 23,1253,1986,11305,2981,17525
20-03-2020,23 - 00,1273,1887,10966,2902,17028
21-03-2020,00 - 01,1254,1887,10701,2875,16717
21-03-2020,01 - 02,1154,1841,10612,2855,16462
21-03-2020,02 - 03,1181,1705,10533,2906,16325
21-03-2020,03 - 04,1274,1781,10467,2957,16479
21-03-2020,04 - 05,1203,1484,10431,2945,16063
21-03-2020,05 - 06,1203,1606,10331,2988,16128
21-03-2020,06 - 07,1243,1708,10408,2973,16332
21-03-2020,07 - 08,1238,2096,10736,3047,17117
21-03-2020,08 - 09,1325,2311,11046,3128,17810
21-03-2020,09 - 10,1367,2148,10994,3093,17602
21-03-2020,10 - 11,1279,1980,10865,3040,17164
21-03-2020,11 - 12,1138,1877,10817,2941,16773
21-03-2020,12 - 13,1128,1598,10695,2899,16320
21-03-2020,13 - 14,1147,1880,10657,2887,16571
21-03-2020,14 - 15,1154,1918,10550,2807,16429
21-03-2020,15 - 16,1277,1985,10554,2770,16586
21-03-2020,16 - 17,1280,2076,10820,2830,17006
21-03-2020,17 - 18,1282,2237,11480,3074,18073
21-03-2020,18 - 19,1438,2222,12110,3248,19018
21-03-2020,19 - 20,1488,2140,12136,3303,19067
21-03-2020,20 - 21,1315,2191,11854,3174,18534
21-03-2020,21 - 22,1306,2197,11498,3032,18033
21-03-2020,22 - 23,1177,2156,11298,2992,17623
21-03-2020,23 - 00,1239,2003,11067,2969,17278
22-03-2020,00 - 01,1254,1699,10757,2891,16601
22-03-2020,01 - 02,1310,1714,10695,2846,16565
22-03-2020,02 - 03,1137,1609,10755,2864,16365
22-03-2020,03 - 04,1140,1600,10770,2862,16372
22-03-2020,04 - 05,1293,1487,10804,2868,16452
22-03-2020,05 - 06,1270,1676,10958,2944,16848
22-03-2020,06 - 07,1094,1895,10962,2918,16869
22-03-2020,07 - 08,1189,1840,10983,2980,16992
22-03-2020,08 - 09,1163,1931,11138,3004,17236
22-03-2020,09 - 10,1086,2223,11188,2992,17489
22-03-2020,10 - 11,1250,2163,10997,2952,17362
22-03-2020,11 - 12,1373,2005,10885,2927,17190
22-03-2020,12 - 13,1392,1917,10811,2940,17060
22-03-2020,13 - 14,1253,1889,10566,2870,16578
22-03-2020,14 - 15,1329,1756,10528,2840,16453
22-03-2020,15 - 16,1355,1886,10538,2827,16606
22-03-2020,16 - 17,1259,1943,10817,2897,16916
22-03-2020,17 - 18,1268,2234,11594,3123,18219
22-03-2020,18 - 19,1134,2421,12190,3341,19086
22-03-2020,19 - 20,1240,2408,12294,3410,19352
22-03-2020,20 - 21,1233,2267,11995,3304,18799
22-03-2020,21 - 22,1235,2229,11583,3189,18236
22-03-2020,22 - 23,1164,2043,11176,3071,17454
22-03-2020,23 - 00,1231,1959,10740,2915,16845
23-03-2020,00 - 01,1170,2050,10446,2884,16550
23-03-2020,01 - 02,1200,1947,10193,2866,16206
23-03-2020,02 - 03,1202,1994,10214,2897,16307
23-03-2020,03 - 04,1181,2078,10365,2976,16600
23-03-2020,04 - 05,1141,2005,10464,3060,16670
23-03-2020,05 - 06,1166,2038,10837,3239,17280
23-03-2020,06 - 07,1276,2163,11665,3479,18583
23-03-2020,07 - 08,1212,2193,12516,3673,19594
23-03-2020,08 - 09,1358,2271,12752,3736,20117
23-03-2020,09 - 10,1453,2241,12456,3618,19768
23-03-2020,10 - 11,1322,1879,12302,3585,19088
23-03-2020,11 - 12,1284,1719,12257,3540,18800
23-03-2020,12 - 13,1214,1803,12168,3420,18605
23-03-2020,13 - 14,1057,1776,11962,3385,18180
23-03-2020,14 - 15,1168,1764,11845,3387,18164
23-03-2020,15 - 16,1176,1804,11961,3366,18307
23-03-2020,16 - 17,1187,2031,12071,3324,18613
23-03-2020,17 - 18,1185,2177,12387,3489,19238
23-03-2020,18 - 19,1275,2030,12688,3612,19605
23-03-2020,19 - 20,1281,2086,12660,3714,19741
23-03-2020,20 - 21,1229,2160,12144,3566,19099
23-03-2020,21 - 22,1209,2012,11551,3387,18159
23-03-2020,22 - 23,1109,1871,11103,3200,17283
23-03-2020,23 - 00,1065,1908,10646,3083,16702
24-03-2020,00 - 01,1104,2027,10256,2980,16367
24-03-2020,01 - 02,1122,1889,10140,2901,16052
24-03-2020,02 - 03,1071,1855,9986,2921,15833
24-03-2020,03 - 04,1025,1915,10003,2994,15937
24-03-2020,04 - 05,1155,1796,10148,3028,16127
24-03-2020,05 - 06,1065,1966,10691,3126,16848
24-03-2020,06 - 07,1098,2135,11496,3355,18084
24-03-2020,07 - 08,1228,2139,12155,3596,19118
24-03-2020,08 - 09,1382,2058,12118,3654,19212
24-03-2020,09 - 10,1254,2017,11798,3455,18524
24-03-2020,10 - 11,1123,1914,11624,3479,18140
24-03-2020,11 - 12,1274,1875,11591,3527,18267
24-03-2020,12 - 13,1223,1735,11502,3436,17896
24-03-2020,13 - 14,1172,1788,11228,3384,17572
24-03-2020,14 - 15,1309,1863,11008,3346,17526
24-03-2020,15 - 16,1258,1922,11090,3316,17586
24-03-2020,16 - 17,1120,1960,11241,3350,17671
24-03-2020,17 - 18,1275,2040,11751,3467,18533
24-03-2020,18 - 19,1393,2094,11984,3579,19050
24-03-2020,19 - 20,1117,2046,11989,3590,18742
24-03-2020,20 - 21,1061,2082,11565,3442,18150
24-03-2020,21 - 22,1177,2039,11067,3314,17597
24-03-2020,22 - 23,1120,1972,10390,3175,16657
24-03-2020,23 - 00,1293,1928,9887,2959,16067
25-03-2020,00 - 01,1179,1861,9531,2858,15429
25-03-2020,01 - 02,1065,1806,9449,2763,15083
25-03-2020,02 - 03,1091,1821,9485,2854,15251
25-03-2020,03 - 04,1121,1859,9586,2830,15396
25-03-2020,04 - 05,1105,1927,9741,2889,15662
25-03-2020,05 - 06,1066,1937,10216,3052,16271
25-03-2020,06 - 07,1205,2029,11135,3286,17655
25-03-2020,07 - 08,1233,2121,12007,3547,18908
25-03-2020,08 - 09,1227,2073,11918,3554,18772
25-03-2020,09 - 10,1275,2012,11670,3440,18397
25-03-2020,10 - 11,1208,1902,11664,3414,18188
25-03-2020,11 - 12,1222,1909,11536,3407,18074
25-03-2020,12 - 13,1180,1906,11345,3340,17771
25-03-2020,13 - 14,1215,1957,11038,3267,17477
25-03-2020,14 - 15,1174,1971,10893,3275,17313
25-03-2020,15 - 16,1435,1881,10848,3281,17445
25-03-2020,16 - 17,1401,1925,10911,3242,17479
25-03-2020,17 - 18,1254,2078,11320,3354,18006
25-03-2020,18 - 19,1234,1983,11653,3480,18350
25-03-2020,19 - 20,1259,1949,11845,3567,18620
25-03-2020,20 - 21,1169,1945,11343,3410,17867
25-03-2020,21 - 22,1072,1985,10685,3271,17013
25-03-2020,22 - 23,1145,2161,10163,3088,16557
25-03-2020,23 - 00,1167,2126,9834,2934,16061
26-03-2020,00 - 01,1144,1944,9645,2842,15575
26-03-2020,01 - 02,1136,1957,9453,2711,15257
26-03-2020,02 - 03,1152,1965,9400,2716,15233
26-03-2020,03 - 04,1193,1917,9627,2858,15595
26-03-2020,04 - 05,1200,1856,9729,2987,15772
26-03-2020,05 - 06,1138,2039,10045,3151,16373
26-03-2020,06 - 07,1355,2152,10970,3426,17903
26-03-2020,07 - 08,1410,2231,11851,3657,19149
26-03-2020,08 - 09,1487,2301,11847,3665,19300
26-03-2020,09 - 10,1425,2396,11555,3534,18910
26-03-2020,10 - 11,1171,2180,11261,3430,18042
26-03-2020,11 - 12,1124,2190,11175,3351,17840
26-03-2020,12 - 13,1121,2245,10946,3260,17572
26-03-2020,13 - 14,1047,2195,10730,3193,17165
26-03-2020,14 - 15,1184,2122,10628,3175,17109
26-03-2020,15 - 16,1239,2137,10533,3175,17084
26-03-2020,16 - 17,1341,2092,10533,3108,17074
26-03-2020,17 - 18,1389,2201,10921,3211,17722
26-03-2020,18 - 19,1144,2175,11225,3349,17893
26-03-2020,19 - 20,1080,2226,11449,3385,18140
26-03-2020,20 - 21,1260,2175,11271,3272,17978
26-03-2020,21 - 22,1124,2050,10988,3161,17323
26-03-2020,22 - 23,1099,2022,10429,3023,16573
26-03-2020,23 - 00,1102,1980,9988,2907,15977
27-03-2020,00 - 01,1155,1906,9787,2874,15722
27-03-2020,01 - 02,1098,1858,9727,2887,15570
27-03-2020,02 - 03,1134,2004,9764,2909,15811
27-03-2020,03 - 04,1141,2089,9833,2949,16012
27-03-2020,04 - 05,1091,2191,10103,3036,16421
27-03-2020,05 - 06,1070,2230,10652,3158,17110
27-03-2020,06 - 07,1201,2248,11442,3395,18286
27-03-2020,07 - 08,1347,2192,11976,3595,19110
27-03-2020,08 - 09,1303,2348,11946,3546,19143
27-03-2020,09 - 10,1171,2344,11625,3520,18660
27-03-2020,10 - 11,1185,2270,11432,3436,18323
27-03-2020,11 - 12,1076,2221,11220,3333,17850
27-03-2020,12 - 13,984,2241,11001,3222,17448
27-03-2020,13 - 14,1077,2192,10670,3100,17039
27-03-2020,14 - 15,1119,2053,10406,2986,16564
27-03-2020,15 - 16,1127,2081,10288,2906,16402
27-03-2020,16 - 17,1226,2091,10358,2870,16545
27-03-2020,17 - 18,1339,2210,10783,2971,17303
27-03-2020,18 - 19,1160,2255,11047,3078,17540
27-03-2020,19 - 20,1203,2185,11205,3154,17747
27-03-2020,20 - 21,1121,1888,10913,3050,16972
27-03-2020,21 - 22,1049,1733,10573,2984,16339
27-03-2020,22 - 23,1057,1846,10441,2911,16255
27-03-2020,23 - 00,1075,1783,10222,2807,15887
28-03-2020,00 - 01,1155,1858,9558,2721,15292
28-03-2020,01 - 02,1060,1825,9436,2704,15025
28-03-2020,02 - 03,1052,1759,9475,2697,14983
28-03-2020,03 - 04,1069,1763,9503,2710,15045
28-03-2020,04 - 05,1116,1779,9457,2740,15092
28-03-2020,05 - 06,1100,1923,9454,2788,15265
28-03-2020,06 - 07,1131,1849,9584,2848,15412
28-03-2020,07 - 08,1152,2085,9757,2864,15858
28-03-2020,08 - 09,1119,1758,9975,2875,15727
28-03-2020,09 - 10,1206,1698,10148,2830,15882
28-03-2020,10 - 11,1179,1962,10278,2792,16211
28-03-2020,11 - 12,1160,1813,10305,2756,16034
28-03-2020,12 - 13,1170,1726,10078,2678,15652
28-03-2020,13 - 14,1195,1853,9988,2588,15624
28-03-2020,14 - 15,1219,1890,9937,2568,15614
28-03-2020,15 - 16,1248,1846,9802,2610,15506
28-03-2020,16 - 17,1212,1774,10001,2688,15675
28-03-2020,17 - 18,1218,2016,10381,2899,16514
28-03-2020,18 - 19,1331,2191,10866,3043,17431
28-03-2020,19 - 20,1268,2212,10955,3098,17533
28-03-2020,20 - 21,1122,2030,10748,2936,16836
28-03-2020,21 - 22,1181,1922,10264,2800,16167
28-03-2020,22 - 23,1154,2022,9968,2724,15868
28-03-2020,23 - 00,1130,1931,9782,2601,15444
29-03-2020,00 - 01,1174,1773,9670,2619,15236
29-03-2020,01 - 02,1226,1678,9749,2617,15270
29-03-2020,02 - 03,,,,,
29-03-2020,03 - 04,1143,1674,9797,2642,15256
29-03-2020,04 - 05,1225,1836,9867,2704,15632
29-03-2020,05 - 06,1221,2003,10144,2763,16131
29-03-2020,06 - 07,1186,1829,10263,2793,16071
29-03-2020,07 - 08,1240,1989,10387,2846,16462
29-03-2020,08 - 09,1427,2317,10684,2938,17366
29-03-2020,09 - 10,1468,2523,10949,2999,17939
29-03-2020,10 - 11,1215,2368,11089,3016,17688
29-03-2020,11 - 12,1177,2126,11034,3012,17349
29-03-2020,12 - 13,1163,2106,10925,2909,17103
29-03-2020,13 - 14,1178,2123,10665,2917,16883
29-03-2020,14 - 15,1090,2054,10383,2896,16423
29-03-2020,15 - 16,1072,1867,10116,2902,15957
29-03-2020,16 - 17,1260,1792,10053,2818,15923
29-03-2020,17 - 18,1483,1830,10375,2743,16431
29-03-2020,18 - 19,1193,1928,10746,2810,16677
29-03-2020,19 - 20,1317,1867,11222,3038,17444
29-03-2020,20 - 21,1200,2005,11495,3202,17902
29-03-2020,21 - 22,1161,1942,10997,3083,17183
29-03-2020,22 - 23,1184,1791,10549,3011,16535
29-03-2020,23 - 00,1125,1771,10082,2892,15870
30-03-2020,00 - 01,1295,1915,9810,2841,15861
30-03-2020,01 - 02,1287,1977,9864,2839,15967
30-03-2020,02 - 03,1253,1697,9804,2835,15589
30-03-2020,03 - 04,1231,1725,9862,2898,15716
30-03-2020,04 - 05,1131,1562,9917,2951,15561
30-03-2020,05 - 06,1319,1783,10450,3053,16605
30-03-2020,06 - 07,1427,1816,11395,3427,18065
30-03-2020,07 - 08,1523,2093,12293,3700,19609
30-03-2020,08 - 09,1956,2304,12547,3782,20589
30-03-2020,09 - 10,1471,2524,12219,3676,19890
30-03-2020,10 - 11,1869,2358,12186,3622,20035
30-03-2020,11 - 12,1497,2394,12111,3572,19574
30-03-2020,12 - 13,1432,2338,11978,3486,19234
30-03-2020,13 - 14,1885,2079,11927,3409,19300
30-03-2020,14 - 15,2038,2107,11712,3333,19190
30-03-2020,15 - 16,2121,2122,11785,3264,19292
30-03-2020,16 - 17,1148,2053,11644,3211,18056
30-03-2020,17 - 18,1275,2061,11637,3333,18306
30-03-2020,18 - 19,1425,2160,11732,3384,18701
30-03-2020,19 - 20,1534,2415,12077,3499,19525
30-03-2020,20 - 21,1530,2379,12234,3566,19709
30-03-2020,21 - 22,1394,2328,11812,3411,18945
30-03-2020,22 - 23,1391,2143,11423,3279,18236
30-03-2020,23 - 00,1110,1956,11076,3178,17320
31-03-2020,00 - 01,957,1889,10890,3155,16891
31-03-2020,01 - 02,982,1753,10856,3133,16724
31-03-2020,02 - 03,1088,1727,10749,3146,16710
31-03-2020,03 - 04,1149,1823,10905,3200,17077
31-03-2020,04 - 05,1167,1958,10980,3297,17402
31-03-2020,05 - 06,1290,1922,11462,3444,18118
31-03-2020,06 - 07,1211,1975,12118,3732,19036
31-03-2020,07 - 08,1287,1985,12745,3995,20012
31-03-2020,08 - 09,1259,2150,12741,4013,20163
31-03-2020,09 - 10,1297,2258,12489,3822,19866
31-03-2020,10 - 11,1330,2291,12075,3678,19374
31-03-2020,11 - 12,1243,2222,11790,3523,18778
31-03-2020,12 - 13,1138,2134,11648,3386,18306
31-03-2020,13 - 14,1190,1984,11236,3303,17713
31-03-2020,14 - 15,1190,1999,10968,3218,17375
31-03-2020,15 - 16,1161,2043,10799,3139,17142
31-03-2020,16 - 17,1152,2042,10713,3104,17011
31-03-2020,17 - 18,1232,1985,11078,3144,17439
31-03-2020,18 - 19,1258,2009,11321,3232,17820
31-03-2020,19 - 20,1303,2069,11398,3295,18065
31-03-2020,20 - 21,1373,2098,11325,3292,18088
31-03-2020,21 - 22,1320,2005,10743,3141,17209
31-03-2020,22 - 23,1211,1987,10106,2964,16268
31-03-2020,23 - 00,1187,1873,9641,2803,15504
01-04-2020,00 - 01,1148,1945,9270,2631,14994
01-04-2020,01 - 02,1094,1727,9184,2633,14638
01-04-2020,02 - 03,1131,1626,9202,2618,14577
01-04-2020,03 - 04,1196,1568,9372,2656,14792
01-04-2020,04 - 05,1236,1710,9444,2748,15138
01-04-2020,05 - 06,1224,1914,10001,2893,16032
01-04-2020,06 - 07,1253,2167,10946,3225,17591
01-04-2020,07 - 08,1337,2133,11762,3484,18716
01-04-2020,08 - 09,1329,2350,11690,3580,18949
01-04-2020,09 - 10,1291,2100,11518,3571,18480
01-04-2020,10 - 11,1260,2185,11504,3603,18552
01-04-2020,11 - 12,1296,2181,11364,3610,18451
01-04-2020,12 - 13,1253,2162,11161,3582,18158
01-04-2020,13 - 14,1272,2048,11008,3524,17852
01-04-2020,14 - 15,1360,1844,10797,3444,17445
01-04-2020,15 - 16,1316,1753,10772,3383,17224
01-04-2020,16 - 17,1302,1724,10734,3308,17068
01-04-2020,17 - 18,1217,1747,10998,3357,17319
01-04-2020,18 - 19,1286,1751,11092,3364,17493
01-04-2020,19 - 20,1325,1790,11286,3327,17728
01-04-2020,20 - 21,1250,1854,11172,3248,17524
01-04-2020,21 - 22,1244,1660,10658,3054,16616
01-04-2020,22 - 23,1310,1696,10329,2892,16227
01-04-2020,23 - 00,1242,1687,9576,2730,15235
02-04-2020,00 - 01,1262,1838,9179,2680,14959
02-04-2020,01 - 02,1139,1865,9137,2624,14765
02-04-2020,02 - 03,1158,1754,9087,2621,14620
02-04-2020,03 - 04,1231,1628,8919,2643,14421
02-04-2020,04 - 05,1136,1874,9186,2676,14872
02-04-2020,05 - 06,1180,2003,9833,2824,15840
02-04-2020,06 - 07,1253,2031,10428,3131,16843
02-04-2020,07 - 08,1282,2115,11125,3418,17940
02-04-2020,08 - 09,1383,1931,11403,3505,18222
02-04-2020,09 - 10,1370,1791,11451,3553,18165
02-04-2020,10 - 11,1352,1746,11399,3563,18060
02-04-2020,11 - 12,1296,1763,11233,3460,17752
02-04-2020,12 - 13,1355,1908,11441,3482,18186
02-04-2020,13 - 14,1358,1929,11503,3481,18271
02-04-2020,14 - 15,1368,2129,11529,3446,18472
02-04-2020,15 - 16,1324,2145,11617,3466,18552
02-04-2020,16 - 17,1359,1970,11639,3414,18382
02-04-2020,17 - 18,1396,2221,12028,3463,19108
02-04-2020,18 - 19,1395,2108,11973,3486,18962
02-04-2020,19 - 20,1416,1819,11980,3447,18662
02-04-2020,20 - 21,1482,1794,12029,3425,18730
02-04-2020,21 - 22,1458,1897,11522,3289,18166
02-04-2020,22 - 23,1423,1749,10815,3124,17111
02-04-2020,23 - 00,1360,1816,10194,2955,16325
03-04-2020,00 - 01,1436,1753,9931,2845,15965
03-04-2020,01 - 02,1364,1516,9819,2802,15501
03-04-2020,02 - 03,1336,1605,9738,2776,15455
03-04-2020,03 - 04,1429,1707,9802,2781,15719
03-04-2020,04 - 05,1468,1892,9944,2809,16113
03-04-2020,05 - 06,1401,2092,10457,2951,16901
03-04-2020,06 - 07,1554,2369,11386,3248,18557
03-04-2020,07 - 08,1546,2323,12301,3534,19704
03-04-2020,08 - 09,1542,2265,12486,3579,19872
03-04-2020,09 - 10,1411,2355,12309,3572,19647
03-04-2020,10 - 11,1375,2270,12158,3550,19353
03-04-2020,11 - 12,1358,2368,12055,3509,19290
03-04-2020,12 - 13,1267,2343,11641,3445,18696
03-04-2020,13 - 14,1269,2115,11091,3385,17860
03-04-2020,14 - 15,1245,1976,10756,3308,17285
03-04-2020,15 - 16,1199,2032,10735,3257,17223
03-04-2020,16 - 17,1161,1975,10844,3328,17308
03-04-2020,17 - 18,1261,2001,10938,3304,17504
03-04-2020,18 - 19,1313,1989,10986,3250,17538
03-04-2020,19 - 20,1283,2159,11107,3243,17792
03-04-2020,20 - 21,1194,2317,11295,3325,18131
03-04-2020,21 - 22,1392,2084,10875,3204,17555
03-04-2020,22 - 23,1340,2040,10526,3060,16966
03-04-2020,23 - 00,1306,2110,10253,2876,16545
04-04-2020,00 - 01,1190,2084,10017,2779,16070
04-04-2020,01 - 02,1128,1942,9955,2775,15800
04-04-2020,02 - 03,1125,1970,9853,2790,15738
04-04-2020,03 - 04,1231,2196,9810,2743,15980
04-04-2020,04 - 05,1313,2126,9990,2761,16190
04-04-2020,05 - 06,1292,1919,10153,2798,16162
04-04-2020,06 - 07,1170,1914,10186,2800,16070
04-04-2020,07 - 08,1299,2090,10280,2926,16595
04-04-2020,08 - 09,1312,2373,10422,3106,17213
04-04-2020,09 - 10,1298,2418,10343,3085,17144
04-04-2020,10 - 11,1162,2229,10239,2984,16614
04-04-2020,11 - 12,1020,2141,10072,2956,16189
04-04-2020,12 - 13,1086,1870,9953,2883,15792
04-04-2020,13 - 14,1089,1802,9831,2796,15518
04-04-2020,14 - 15,1006,1876,9682,2717,15281
04-04-2020,15 - 16,1025,2087,9750,2660,15522
04-04-2020,16 - 17,1033,1962,9902,2625,15522
04-04-2020,17 - 18,1144,1907,10292,2770,16113
04-04-2020,18 - 19,1222,1933,10604,2869,16628
04-04-2020,19 - 20,1275,2062,10740,2930,17007
04-04-2020,20 - 21,1338,2068,10853,2952,17211
04-04-2020,21 - 22,1133,1999,10616,2791,16539
04-04-2020,22 - 23,1088,1977,10301,2675,16041
04-04-2020,23 - 00,1092,1979,9963,2616,15650
05-04-2020,00 - 01,1068,1943,9607,2561,15179
05-04-2020,01 - 02,1084,1875,9469,2505,14933
05-04-2020,02 - 03,1080,2000,9432,2490,15002
05-04-2020,03 - 04,1186,1881,9421,2541,15029
05-04-2020,04 - 05,1120,1920,9488,2540,15068
05-04-2020,05 - 06,1042,2085,9623,2575,15325
05-04-2020,06 - 07,1110,1926,9560,2607,15203
05-04-2020,07 - 08,1152,2007,9717,2662,15538
05-04-2020,08 - 09,1187,2031,9929,2745,15892
05-04-2020,09 - 10,1240,2006,10110,2790,16146
05-04-2020,10 - 11,1220,1866,10085,2768,15939
05-04-2020,11 - 12,1109,1881,10115,2623,15728
05-04-2020,12 - 13,1055,1886,9985,2584,15510
05-04-2020,13 - 14,1178,1936,9996,2554,15664
05-04-2020,14 - 15,1138,1970,9896,2458,15462
05-04-2020,15 - 16,1223,1879,9723,2369,15194
05-04-2020,16 - 17,1212,1932,9686,2337,15167
05-04-2020,17 - 18,1250,2068,9851,2470,15639
05-04-2020,18 - 19,1297,2165,10167,2646,16275
05-04-2020,19 - 20,1266,2059,10320,2791,16436
05-04-2020,20 - 21,1269,1789,10375,2813,16246
05-04-2020,21 - 22,1268,1664,10020,2649,15601
05-04-2020,22 - 23,1201,1534,9573,2504,14812
05-04-2020,23 - 00,1114,1394,9155,2387,14050
06-04-2020,00 - 01,1123,1559,8910,2273,13865
06-04-2020,01 - 02,1211,1544,8775,2259,13789
06-04-2020,02 - 03,1204,1862,8841,2335,14242
06-04-2020,03 - 04,1228,1806,8875,2369,14278
06-04-2020,04 - 05,1189,1708,9058,2379,14334
06-04-2020,05 - 06,1207,1788,9504,2455,14954
06-04-2020,06 - 07,1277,1892,10354,2743,16266
06-04-2020,07 - 08,1219,1888,11178,3063,17348
06-04-2020,08 - 09,1142,1803,11464,3222,17631
06-04-2020,09 - 10,1246,1889,11545,3245,17925
06-04-2020,10 - 11,1394,2062,11172,3143,17771
06-04-2020,11 - 12,1352,1872,10468,3027,16719
06-04-2020,12 - 13,1286,1694,10097,2901,15978
06-04-2020,13 - 14,1256,1688,10075,2817,15836
06-04-2020,14 - 15,1168,1828,9883,2754,15633
06-04-2020,15 - 16,1153,1873,9859,2761,15646
06-04-2020,16 - 17,1144,1907,9716,2758,15525
06-04-2020,17 - 18,1132,1764,9923,2801,15620
06-04-2020,18 - 19,1141,1818,10161,2873,15993
06-04-2020,19 - 20,1211,1925,10345,2926,16407
06-04-2020,20 - 21,1256,1806,10379,2899,16340
06-04-2020,21 - 22,1160,1683,9941,2702,15486
06-04-2020,22 - 23,1048,1651,9392,2541,14632
06-04-2020,23 - 00,1114,1690,8787,2379,13970
07-04-2020,00 - 01,1249,1632,8510,2290,13681
07-04-2020,01 - 02,1046,1569,8579,2205,13399
07-04-2020,02 - 03,977,1579,8593,2189,13338
07-04-2020,03 - 04,977,1610,8506,2238,13331
07-04-2020,04 - 05,1045,1731,8762,2368,13906
07-04-2020,05 - 06,1113,1948,9279,2529,14869
07-04-2020,06 - 07,1237,2167,10184,2772,16360
07-04-2020,07 - 08,1240,2176,10911,3037,17364
07-04-2020,08 - 09,1134,2013,10971,3112,17230
07-04-2020,09 - 10,1094,1787,10837,3047,16765
07-04-2020,10 - 11,1090,1632,10971,2944,16637
