,Hours,SE1,SE2,SE3,SE4,SE
27-09-2020,17 - 18,1105,1692,8542,2283,13622
27-09-2020,18 - 19,1179,1722,8779,2314,13994
27-09-2020,19 - 20,1178,1756,8944,2448,14326
27-09-2020,20 - 21,1220,1739,8565,2310,13834
27-09-2020,21 - 22,1091,1602,8170,2111,12974
27-09-2020,22 - 23,1032,1578,7656,1978,12244
27-09-2020,23 - 00,1036,1471,7145,1868,11520
28-09-2020,00 - 01,1006,1476,7060,1793,11335
28-09-2020,01 - 02,959,1480,7004,1716,11159
28-09-2020,02 - 03,900,1438,7040,1695,11073
28-09-2020,03 - 04,839,1429,7117,1733,11118
28-09-2020,04 - 05,1029,1370,7338,1755,11492
28-09-2020,05 - 06,1012,1471,7682,1924,12089
28-09-2020,06 - 07,1026,1730,8935,2239,13930
28-09-2020,07 - 08,1151,1933,9917,2574,15575
28-09-2020,08 - 09,1206,1859,10093,2723,15881
28-09-2020,09 - 10,1149,1824,10105,2788,15866
28-09-2020,10 - 11,1118,1864,10175,2853,16010
28-09-2020,11 - 12,1098,1879,10250,2846,16073
28-09-2020,12 - 13,1041,1820,10181,2841,15883
28-09-2020,13 - 14,1099,1767,10082,2829,15777
28-09-2020,14 - 15,1133,1746,9990,2777,15646
28-09-2020,15 - 16,1105,1737,9945,2734,15521
28-09-2020,16 - 17,1144,1732,9899,2651,15426
28-09-2020,17 - 18,1029,1775,10056,2681,15541
28-09-2020,18 - 19,1222,1929,10083,2711,15945
28-09-2020,19 - 20,1218,1951,10076,2746,15991
28-09-2020,20 - 21,1163,1877,9708,2624,15372
28-09-2020,21 - 22,1175,1697,9092,2463,14427
28-09-2020,22 - 23,1014,1591,8426,2280,13311
28-09-2020,23 - 00,905,1434,7768,2099,12206
29-09-2020,00 - 01,882,1335,7460,1995,11672
29-09-2020,01 - 02,901,1311,7245,1974,11431
29-09-2020,02 - 03,922,1264,7150,1968,11304
29-09-2020,03 - 04,883,1295,7116,1980,11274
29-09-2020,04 - 05,875,1344,7238,2000,11457
29-09-2020,05 - 06,1048,1504,7713,2158,12423
29-09-2020,06 - 07,1213,1699,8788,2502,14202
29-09-2020,07 - 08,1259,1740,9613,2784,15396
29-09-2020,08 - 09,1225,1874,9867,2848,15814
29-09-2020,09 - 10,1178,1949,9925,2768,15820
29-09-2020,10 - 11,1163,1905,9926,2734,15728
29-09-2020,11 - 12,1133,1911,9974,2721,15739
29-09-2020,12 - 13,1171,1914,9935,2669,15689
29-09-2020,13 - 14,1187,1843,9728,2663,15421
29-09-2020,14 - 15,1132,1801,9698,2649,15280
29-09-2020,15 - 16,1147,1674,9635,2618,15074
29-09-2020,16 - 17,1190,1730,9606,2557,15083
29-09-2020,17 - 18,886,1733,9718,2566,14903
29-09-2020,18 - 19,1151,1856,9782,2587,15376
29-09-2020,19 - 20,1235,1849,9862,2664,15610
29-09-2020,20 - 21,1128,1833,9526,2533,15020
29-09-2020,21 - 22,1100,1765,8947,2399,14211
29-09-2020,22 - 23,973,1709,8363,2243,13288
29-09-2020,23 - 00,955,1467,7775,2058,12255
30-09-2020,00 - 01,917,1430,7424,1991,11762
30-09-2020,01 - 02,990,1384,7259,1969,11602
30-09-2020,02 - 03,898,1359,7176,1935,11368
30-09-2020,03 - 04,891,1258,7229,1950,11328
30-09-2020,04 - 05,843,1334,7276,1994,11447
30-09-2020,05 - 06,1001,1501,7748,2135,12385
30-09-2020,06 - 07,1084,1783,8960,2476,14303
30-09-2020,07 - 08,1128,1860,9729,2755,15472
30-09-2020,08 - 09,1112,1909,9993,2831,15845
30-09-2020,09 - 10,1101,1898,10024,2811,15834
30-09-2020,10 - 11,1142,1856,9911,2795,15704
30-09-2020,11 - 12,1202,1851,9816,2801,15670
30-09-2020,12 - 13,1218,1926,9723,2769,15636
30-09-2020,13 - 14,1229,1873,9639,2743,15484
30-09-2020,14 - 15,1033,1813,9546,2699,15091
30-09-2020,15 - 16,1067,1814,9552,2678,15111
30-09-2020,16 - 17,1061,1889,9570,2626,15146
30-09-2020,17 - 18,1063,1805,9754,2662,15284
30-09-2020,18 - 19,1104,1784,9922,2649,15459
30-09-2020,19 - 20,1143,1893,10064,2757,15857
30-09-2020,20 - 21,1087,1758,9838,2640,15323
30-09-2020,21 - 22,1011,1714,9293,2462,14480
30-09-2020,22 - 23,962,1630,8591,2306,13489
30-09-2020,23 - 00,1036,1626,8030,2137,12829
01-10-2020,00 - 01,918,1499,7648,2000,12065
01-10-2020,01 - 02,951,1384,7344,1963,11642
01-10-2020,02 - 03,963,1406,7303,2010,11682
01-10-2020,03 - 04,977,1457,7256,1982,11672
01-10-2020,04 - 05,963,1476,7304,1961,11704
01-10-2020,05 - 06,1003,1545,7733,2115,12396
01-10-2020,06 - 07,1156,1783,8872,2484,14295
01-10-2020,07 - 08,979,1932,9752,2770,15433
01-10-2020,08 - 09,1127,2010,10011,2867,16015
01-10-2020,09 - 10,1129,2076,10113,2918,16236
01-10-2020,10 - 11,1114,2021,10190,3001,16326
01-10-2020,11 - 12,1013,2080,10103,3035,16231
01-10-2020,12 - 13,1070,1916,10096,2964,16046
01-10-2020,13 - 14,1052,1991,10025,2955,16023
01-10-2020,14 - 15,867,1976,10016,2936,15795
01-10-2020,15 - 16,1020,1981,10008,2902,15911
01-10-2020,16 - 17,1076,1915,9995,2808,15794
01-10-2020,17 - 18,919,1823,10128,2828,15698
01-10-2020,18 - 19,1177,1809,10037,2813,15836
01-10-2020,19 - 20,1199,1875,9837,2844,15755
01-10-2020,20 - 21,1098,1649,9377,2702,14826
01-10-2020,21 - 22,1069,1543,8815,2467,13894
01-10-2020,22 - 23,1060,1379,8112,2259,12810
01-10-2020,23 - 00,966,1497,7560,2133,12156
02-10-2020,00 - 01,990,1318,7337,2056,11701
02-10-2020,01 - 02,965,1475,7115,1991,11546
02-10-2020,02 - 03,958,1516,7082,1921,11477
02-10-2020,03 - 04,1004,1430,7055,1920,11409
02-10-2020,04 - 05,980,1438,7200,1943,11561
02-10-2020,05 - 06,970,1324,7507,2101,11902
02-10-2020,06 - 07,1043,1427,8630,2497,13597
02-10-2020,07 - 08,1052,1634,9411,2761,14858
02-10-2020,08 - 09,1225,1633,9707,2808,15373
02-10-2020,09 - 10,921,1679,9763,2868,15231
02-10-2020,10 - 11,872,1669,9735,2920,15196
02-10-2020,11 - 12,892,1771,9605,2862,15130
02-10-2020,12 - 13,973,1810,9506,2777,15066
02-10-2020,13 - 14,1109,1763,9388,2671,14931
02-10-2020,14 - 15,1092,1640,9182,2624,14538
02-10-2020,15 - 16,969,1600,9061,2606,14236
02-10-2020,16 - 17,1088,1727,9045,2628,14488
02-10-2020,17 - 18,1006,1745,9343,2623,14717
02-10-2020,18 - 19,923,1645,9362,2709,14639
02-10-2020,19 - 20,954,1587,9168,2696,14405
02-10-2020,20 - 21,892,1459,8548,2449,13348
02-10-2020,21 - 22,855,1383,8106,2335,12679
02-10-2020,22 - 23,918,1357,7792,2150,12217
02-10-2020,23 - 00,948,1477,7583,2047,12055
03-10-2020,00 - 01,921,1415,7439,1939,11714
03-10-2020,01 - 02,887,1488,7151,1894,11420
03-10-2020,02 - 03,955,1628,6964,1895,11442
03-10-2020,03 - 04,946,1597,6953,1913,11409
03-10-2020,04 - 05,1128,1513,7053,1867,11561
03-10-2020,05 - 06,1019,1370,7174,1842,11405
03-10-2020,06 - 07,953,1165,7295,1902,11315
03-10-2020,07 - 08,843,1259,7683,1990,11775
03-10-2020,08 - 09,888,1342,7972,2170,12372
03-10-2020,09 - 10,1047,1444,8393,2340,13224
03-10-2020,10 - 11,1063,1499,8670,2313,13545
03-10-2020,11 - 12,1063,1415,8745,2371,13594
03-10-2020,12 - 13,1079,1659,8777,2340,13855
03-10-2020,13 - 14,1055,1735,8864,2336,13990
03-10-2020,14 - 15,1079,1784,8667,2327,13857
03-10-2020,15 - 16,1144,1720,8591,2332,13787
03-10-2020,16 - 17,1096,1468,8608,2384,13556
03-10-2020,17 - 18,1050,1448,8863,2463,13824
03-10-2020,18 - 19,1093,1452,9034,2513,14092
03-10-2020,19 - 20,1142,1501,8835,2459,13937
03-10-2020,20 - 21,1053,1499,8421,2309,13282
03-10-2020,21 - 22,1044,1373,8084,2204,12705
03-10-2020,22 - 23,1013,1319,7710,2062,12104
03-10-2020,23 - 00,933,1424,7362,1986,11705
04-10-2020,00 - 01,1010,1330,6952,1942,11234
04-10-2020,01 - 02,958,1388,6749,1863,10958
04-10-2020,02 - 03,937,1302,6696,1781,10716
04-10-2020,03 - 04,875,1159,6621,1851,10506
04-10-2020,04 - 05,811,1093,6574,1831,10309
04-10-2020,05 - 06,905,1095,6696,1757,10453
04-10-2020,06 - 07,930,1230,6915,1820,10895
04-10-2020,07 - 08,1159,1429,7097,1914,11599
04-10-2020,08 - 09,987,1435,7606,1972,12000
04-10-2020,09 - 10,969,1419,8018,2104,12510
04-10-2020,10 - 11,1179,1616,8406,2262,13463
04-10-2020,11 - 12,1110,1589,8708,2397,13804
04-10-2020,12 - 13,989,1510,8957,2466,13922
04-10-2020,13 - 14,943,1505,9068,2439,13955
04-10-2020,14 - 15,1069,1462,9026,2379,13936
04-10-2020,15 - 16,1138,1487,8970,2371,13966
04-10-2020,16 - 17,1134,1367,8941,2385,13827
04-10-2020,17 - 18,1028,1498,9189,2431,14146
04-10-2020,18 - 19,945,1616,9502,2531,14594
04-10-2020,19 - 20,977,1837,9402,2594,14810
04-10-2020,20 - 21,1140,1567,9096,2469,14272
04-10-2020,21 - 22,1157,1290,8412,2285,13144
04-10-2020,22 - 23,1052,1158,7893,2136,12239
04-10-2020,23 - 00,1011,1157,7495,1995,11658
05-10-2020,00 - 01,922,1150,7353,1927,11352
05-10-2020,01 - 02,900,1160,7239,1916,11215
05-10-2020,02 - 03,889,1216,7300,1944,11349
05-10-2020,03 - 04,808,992,7239,1985,11024
05-10-2020,04 - 05,765,1123,7213,1950,11051
05-10-2020,05 - 06,899,1159,7635,2076,11769
05-10-2020,06 - 07,989,1530,8938,2547,14004
05-10-2020,07 - 08,1086,1762,9802,2862,15512
05-10-2020,08 - 09,1066,1638,10048,2906,15658
05-10-2020,09 - 10,1066,1551,9963,2860,15440
05-10-2020,10 - 11,1071,1493,9953,2895,15412
05-10-2020,11 - 12,1008,1613,9861,2856,15338
05-10-2020,12 - 13,1129,1702,9778,2822,15431
05-10-2020,13 - 14,1170,1796,9672,2774,15412
05-10-2020,14 - 15,1296,1779,9579,2761,15415
05-10-2020,15 - 16,1260,1768,9563,2762,15353
05-10-2020,16 - 17,1261,1811,9526,2691,15289
05-10-2020,17 - 18,981,1923,9687,2763,15354
05-10-2020,18 - 19,1114,1879,9842,2780,15615
05-10-2020,19 - 20,1145,1872,9789,2810,15616
05-10-2020,20 - 21,1360,1787,9362,2721,15230
05-10-2020,21 - 22,1216,1783,8777,2574,14350
05-10-2020,22 - 23,1111,1595,8084,2375,13165
05-10-2020,23 - 00,1002,1581,7602,2172,12357
06-10-2020,00 - 01,975,1558,7221,2089,11843
06-10-2020,01 - 02,1015,1461,7076,2024,11576
06-10-2020,02 - 03,1028,1346,7092,2024,11490
06-10-2020,03 - 04,1051,1385,7064,2022,11522
06-10-2020,04 - 05,1080,1369,7143,2033,11625
06-10-2020,05 - 06,1050,1362,7546,2173,12131
06-10-2020,06 - 07,1141,1730,8636,2558,14065
06-10-2020,07 - 08,1006,1747,9572,2849,15174
06-10-2020,08 - 09,1155,1778,9891,2865,15689
06-10-2020,09 - 10,1024,2059,10065,2902,16050
06-10-2020,10 - 11,1186,1985,10236,2940,16347
06-10-2020,11 - 12,1062,1847,10316,2884,16109
06-10-2020,12 - 13,1060,1705,10218,2816,15799
06-10-2020,13 - 14,1175,1798,10157,2827,15957
06-10-2020,14 - 15,988,1918,10120,2864,15890
06-10-2020,15 - 16,922,1711,10051,2888,15572
06-10-2020,16 - 17,953,1807,10009,2899,15668
06-10-2020,17 - 18,1003,1763,10190,2899,15855
06-10-2020,18 - 19,922,1921,10275,2892,16010
06-10-2020,19 - 20,952,1798,10112,2865,15727
06-10-2020,20 - 21,890,1686,9752,2714,15042
06-10-2020,21 - 22,948,1663,9057,2511,14179
06-10-2020,22 - 23,1018,1428,8371,2368,13185
06-10-2020,23 - 00,1051,1429,7908,2198,12586
07-10-2020,00 - 01,1095,1422,7536,2085,12138
07-10-2020,01 - 02,1036,1445,7321,2025,11827
07-10-2020,02 - 03,960,1486,7316,1998,11760
07-10-2020,03 - 04,953,1500,7197,2006,11656
07-10-2020,04 - 05,935,1405,7276,2020,11636
07-10-2020,05 - 06,851,1605,7809,2211,12476
07-10-2020,06 - 07,968,1754,8901,2589,14212
07-10-2020,07 - 08,936,1834,9894,2841,15505
07-10-2020,08 - 09,1018,1780,10147,2904,15849
07-10-2020,09 - 10,1112,1901,10106,2941,16060
07-10-2020,10 - 11,1117,1900,10184,2987,16188
07-10-2020,11 - 12,1011,1749,10112,2977,15849
07-10-2020,12 - 13,1133,1759,10056,2791,15739
07-10-2020,13 - 14,975,1823,10014,2766,15578
07-10-2020,14 - 15,881,1839,10058,2815,15593
07-10-2020,15 - 16,1024,1859,10098,2760,15741
07-10-2020,16 - 17,980,1825,10099,2729,15633
07-10-2020,17 - 18,1025,1762,10296,2798,15881
07-10-2020,18 - 19,1059,1629,10475,2876,16039
07-10-2020,19 - 20,947,1729,10319,2823,15818
07-10-2020,20 - 21,909,1562,9835,2712,15018
07-10-2020,21 - 22,1015,1558,9300,2561,14434
07-10-2020,22 - 23,1043,1469,8648,2366,13526
07-10-2020,23 - 00,900,1279,8029,2188,12396
08-10-2020,00 - 01,771,1353,7661,2049,11834
08-10-2020,01 - 02,856,1297,7419,1999,11571
08-10-2020,02 - 03,898,1334,7315,1975,11522
08-10-2020,03 - 04,908,1267,7236,1984,11395
08-10-2020,04 - 05,970,1412,7200,2015,11597
08-10-2020,05 - 06,949,1541,7672,2154,12316
08-10-2020,06 - 07,1165,1784,8835,2503,14287
08-10-2020,07 - 08,1097,1727,9752,2735,15311
08-10-2020,08 - 09,1119,1824,10074,2896,15913
08-10-2020,09 - 10,1127,1898,10204,2868,16097
08-10-2020,10 - 11,1093,1819,10074,2942,15928
08-10-2020,11 - 12,1056,1816,10084,2946,15902
08-10-2020,12 - 13,1085,1780,10089,2874,15828
08-10-2020,13 - 14,983,1715,9897,2854,15449
08-10-2020,14 - 15,909,1780,9770,2796,15255
08-10-2020,15 - 16,1012,1694,9908,2785,15399
08-10-2020,16 - 17,1133,1777,10102,2838,15850
08-10-2020,17 - 18,1011,1840,10311,2903,16065
08-10-2020,18 - 19,1062,1808,10588,2955,16413
08-10-2020,19 - 20,1056,1871,10345,2951,16223
08-10-2020,20 - 21,876,1857,9718,2853,15304
08-10-2020,21 - 22,1046,1638,9143,2683,14510
08-10-2020,22 - 23,885,1498,8560,2501,13444
08-10-2020,23 - 00,886,1380,8142,2349,12757
09-10-2020,00 - 01,853,1182,7680,2094,11809
09-10-2020,01 - 02,935,1314,7445,2002,11696
09-10-2020,02 - 03,1008,1335,7310,1954,11607
09-10-2020,03 - 04,1014,1202,7301,1903,11420
09-10-2020,04 - 05,1031,1208,7383,1964,11586
09-10-2020,05 - 06,951,1349,7798,2070,12168
09-10-2020,06 - 07,1085,1779,8903,2477,14244
09-10-2020,07 - 08,1039,1859,9818,2759,15475
09-10-2020,08 - 09,1022,1839,10211,2930,16002
09-10-2020,09 - 10,1173,1930,10263,2941,16307
09-10-2020,10 - 11,1161,1953,10142,2823,16079
09-10-2020,11 - 12,1109,1899,9914,2719,15641
09-10-2020,12 - 13,1029,1859,9781,2669,15338
09-10-2020,13 - 14,1073,1956,9551,2641,15221
09-10-2020,14 - 15,1081,1859,9398,2645,14983
09-10-2020,15 - 16,1045,1817,9345,2584,14791
09-10-2020,16 - 17,931,1890,9419,2561,14801
09-10-2020,17 - 18,1023,1849,9720,2672,15264
09-10-2020,18 - 19,1025,1808,9906,2721,15460
09-10-2020,19 - 20,992,1761,9539,2600,14892
09-10-2020,20 - 21,822,1679,8989,2412,13902
09-10-2020,21 - 22,807,1556,8641,2289,13293
09-10-2020,22 - 23,760,1518,8280,2198,12756
09-10-2020,23 - 00,773,1429,7809,2092,12103
10-10-2020,00 - 01,879,1390,7586,1995,11850
10-10-2020,01 - 02,894,1218,7478,1889,11479
10-10-2020,02 - 03,889,1298,7437,1884,11508
10-10-2020,03 - 04,978,1264,7356,1961,11559
10-10-2020,04 - 05,974,1391,7392,1976,11733
10-10-2020,05 - 06,808,1506,7570,2013,11897
10-10-2020,06 - 07,929,1668,7807,2069,12473
10-10-2020,07 - 08,993,1650,8089,2245,12977
10-10-2020,08 - 09,991,1680,8554,2409,13634
10-10-2020,09 - 10,1147,1857,8966,2497,14467
10-10-2020,10 - 11,1183,1923,9337,2599,15042
10-10-2020,11 - 12,1117,1906,9448,2634,15105
10-10-2020,12 - 13,1025,1879,9476,2613,14993
10-10-2020,13 - 14,998,1760,9306,2592,14656
10-10-2020,14 - 15,937,1740,9199,2475,14351
10-10-2020,15 - 16,919,1754,9196,2513,14382
10-10-2020,16 - 17,980,1832,9199,2529,14540
10-10-2020,17 - 18,1043,1967,9423,2553,14986
10-10-2020,18 - 19,1023,1920,9640,2707,15290
10-10-2020,19 - 20,1055,1803,9489,2682,15029
10-10-2020,20 - 21,1026,1700,9009,2542,14277
10-10-2020,21 - 22,905,1657,8691,2399,13652
10-10-2020,22 - 23,954,1480,8304,2281,13019
10-10-2020,23 - 00,970,1400,7990,2212,12572
11-10-2020,00 - 01,741,1293,7784,2159,11977
11-10-2020,01 - 02,887,1313,7596,2067,11863
11-10-2020,02 - 03,921,1429,7580,2093,12023
11-10-2020,03 - 04,936,1392,7649,2058,12035
11-10-2020,04 - 05,939,1283,7657,2040,11919
11-10-2020,05 - 06,940,1183,7766,2143,12032
11-10-2020,06 - 07,1018,1318,7987,2221,12544
11-10-2020,07 - 08,1006,1521,8257,2357,13141
11-10-2020,08 - 09,1016,1622,8719,2475,13832
11-10-2020,09 - 10,1000,1768,9115,2578,14461
11-10-2020,10 - 11,1093,1975,9297,2616,14981
11-10-2020,11 - 12,1054,2080,9292,2645,15071
11-10-2020,12 - 13,1093,1888,9353,2596,14930
11-10-2020,13 - 14,1084,1983,9319,2569,14955
11-10-2020,14 - 15,1065,1921,9143,2509,14638
11-10-2020,15 - 16,1004,1859,9173,2486,14522
11-10-2020,16 - 17,1012,1893,9283,2550,14738
11-10-2020,17 - 18,1067,1949,9725,2696,15437
11-10-2020,18 - 19,1167,1823,10363,2829,16182
11-10-2020,19 - 20,1140,1767,10193,2791,15891
11-10-2020,20 - 21,1075,1872,9797,2641,15385
11-10-2020,21 - 22,1094,1836,9342,2531,14803
11-10-2020,22 - 23,968,1805,8728,2408,13909
11-10-2020,23 - 00,963,1671,8357,2352,13343
12-10-2020,00 - 01,867,1608,8085,2278,12838
12-10-2020,01 - 02,838,1608,8014,2220,12680
12-10-2020,02 - 03,928,1523,8014,2199,12664
12-10-2020,03 - 04,925,1512,7905,2207,12549
12-10-2020,04 - 05,941,1482,7898,2275,12596
12-10-2020,05 - 06,1041,1612,8440,2461,13554
12-10-2020,06 - 07,1241,2054,9671,2842,15808
12-10-2020,07 - 08,1273,2100,10665,3157,17195
12-10-2020,08 - 09,1506,1986,11066,3288,17846
12-10-2020,09 - 10,1384,1977,11055,3232,17648
12-10-2020,10 - 11,1416,1965,10926,3206,17513
12-10-2020,11 - 12,1160,2005,10922,3152,17239
12-10-2020,12 - 13,1097,1950,10710,3032,16789
12-10-2020,13 - 14,1001,2024,10412,2979,16416
12-10-2020,14 - 15,1132,2169,10368,2967,16636
12-10-2020,15 - 16,1218,1998,10346,2974,16536
12-10-2020,16 - 17,1088,1987,10383,2953,16411
12-10-2020,17 - 18,1048,1894,10740,3028,16710
12-10-2020,18 - 19,1198,1664,11058,3135,17055
12-10-2020,19 - 20,1089,1839,10947,3113,16988
12-10-2020,20 - 21,1327,1717,10521,3001,16566
12-10-2020,21 - 22,1197,1804,10035,2859,15895
12-10-2020,22 - 23,1094,1819,9440,2718,15071
12-10-2020,23 - 00,1073,1832,8985,2588,14478
13-10-2020,00 - 01,1097,1837,8605,2456,13995
13-10-2020,01 - 02,1118,1747,8502,2391,13758
13-10-2020,02 - 03,1051,1606,8468,2384,13509
13-10-2020,03 - 04,1062,1565,8499,2395,13521
13-10-2020,04 - 05,1021,1609,8568,2452,13650
13-10-2020,05 - 06,993,1781,9124,2614,14512
13-10-2020,06 - 07,1321,1876,10260,3005,16462
13-10-2020,07 - 08,1251,1962,11100,3327,17640
13-10-2020,08 - 09,1218,1926,11197,3341,17682
13-10-2020,09 - 10,1169,2076,10960,3235,17440
13-10-2020,10 - 11,1177,2129,10901,3172,17379
13-10-2020,11 - 12,1049,2012,10674,3091,16826
13-10-2020,12 - 13,1073,2041,10615,3042,16771
13-10-2020,13 - 14,1030,2122,10422,2990,16564
13-10-2020,14 - 15,1028,1967,10346,2921,16262
13-10-2020,15 - 16,1145,1877,10357,2913,16292
13-10-2020,16 - 17,1267,1857,10356,2881,16361
13-10-2020,17 - 18,1262,1870,10737,2956,16825
13-10-2020,18 - 19,1319,2212,11090,3075,17696
13-10-2020,19 - 20,1239,2131,10831,2977,17178
13-10-2020,20 - 21,1081,2082,10319,2912,16394
13-10-2020,21 - 22,1044,1940,9670,2706,15360
13-10-2020,22 - 23,1031,1657,9032,2470,14190
13-10-2020,23 - 00,1088,1632,8597,2327,13644
14-10-2020,00 - 01,1033,1565,8068,2190,12856
14-10-2020,01 - 02,1014,1510,7872,2170,12566
14-10-2020,02 - 03,1016,1596,7797,2162,12571
14-10-2020,03 - 04,982,1594,7957,2180,12713
14-10-2020,04 - 05,1008,1587,8160,2236,12991
14-10-2020,05 - 06,977,1594,8650,2389,13610
14-10-2020,06 - 07,1263,1686,9906,2846,15701
14-10-2020,07 - 08,1091,2019,10950,3205,17265
14-10-2020,08 - 09,1062,2052,11027,3287,17428
14-10-2020,09 - 10,1210,1921,11020,3303,17454
14-10-2020,10 - 11,1212,1854,10962,3336,17364
14-10-2020,11 - 12,1100,1902,10927,3269,17198
14-10-2020,12 - 13,1155,1867,10763,3163,16948
14-10-2020,13 - 14,1083,1858,10777,3128,16846
14-10-2020,14 - 15,1001,1762,10690,3133,16586
14-10-2020,15 - 16,1033,1645,10731,3122,16531
14-10-2020,16 - 17,1119,1595,10763,3092,16569
14-10-2020,17 - 18,999,1789,11140,3129,17057
14-10-2020,18 - 19,1120,1620,11377,3240,17357
14-10-2020,19 - 20,962,1500,11165,3178,16805
14-10-2020,20 - 21,908,1429,10719,3098,16154
14-10-2020,21 - 22,906,1309,9980,2928,15123
14-10-2020,22 - 23,931,1382,9489,2741,14543
14-10-2020,23 - 00,763,1265,8918,2560,13506
15-10-2020,00 - 01,354,1118,8606,2481,12559
15-10-2020,01 - 02,390,1161,8513,2460,12524
15-10-2020,02 - 03,422,1205,8438,2414,12479
15-10-2020,03 - 04,363,1194,8503,2439,12499
15-10-2020,04 - 05,817,1233,8568,2503,13121
15-10-2020,05 - 06,897,1214,8979,2609,13699
15-10-2020,06 - 07,1183,1604,10156,2981,15924
15-10-2020,07 - 08,1244,1856,11248,3355,17703
15-10-2020,08 - 09,1242,1826,11643,3403,18114
15-10-2020,09 - 10,1163,2083,11454,3446,18146
15-10-2020,10 - 11,1230,2122,11315,3415,18082
15-10-2020,11 - 12,1182,2015,11141,3340,17678
15-10-2020,12 - 13,1188,1935,10976,3256,17355
15-10-2020,13 - 14,1097,2032,10809,3170,17108
15-10-2020,14 - 15,1048,1947,10748,3128,16871
15-10-2020,15 - 16,967,2051,10751,3092,16861
15-10-2020,16 - 17,1272,1933,11217,3068,17490
15-10-2020,17 - 18,974,1949,11346,3179,17448
15-10-2020,18 - 19,1156,1891,11425,3292,17764
15-10-2020,19 - 20,923,1858,11281,3235,17297
15-10-2020,20 - 21,897,1754,10855,3105,16611
15-10-2020,21 - 22,970,1693,10325,2901,15889
15-10-2020,22 - 23,1079,1711,9610,2733,15133
15-10-2020,23 - 00,1062,1465,8985,2562,14074
16-10-2020,00 - 01,928,1492,8789,2496,13705
16-10-2020,01 - 02,1050,1531,8540,2490,13611
16-10-2020,02 - 03,1128,1583,8388,2521,13620
16-10-2020,03 - 04,1138,1724,8356,2514,13732
16-10-2020,04 - 05,1175,1819,8410,2497,13901
16-10-2020,05 - 06,1153,1710,8809,2594,14266
16-10-2020,06 - 07,1442,1760,9935,2983,16120
16-10-2020,07 - 08,1161,1966,10991,3365,17483
16-10-2020,08 - 09,1154,1928,11084,3412,17578
16-10-2020,09 - 10,1259,1971,11079,3430,17739
16-10-2020,10 - 11,1117,2142,11102,3366,17727
16-10-2020,11 - 12,1085,2122,10926,3263,17396
16-10-2020,12 - 13,1102,2038,10796,3213,17149
16-10-2020,13 - 14,1078,1888,10564,3116,16646
16-10-2020,14 - 15,1071,1869,10519,3073,16532
16-10-2020,15 - 16,1204,1846,10364,3006,16420
16-10-2020,16 - 17,1127,1887,10361,2997,16372
16-10-2020,17 - 18,1049,2001,10810,3076,16936
16-10-2020,18 - 19,1008,1732,11171,3163,17074
16-10-2020,19 - 20,911,1763,10841,2984,16499
16-10-2020,20 - 21,863,1676,10438,2800,15777
16-10-2020,21 - 22,1031,1688,10028,2613,15360
16-10-2020,22 - 23,1121,1660,9630,2472,14883
16-10-2020,23 - 00,989,1453,9292,2366,14100
17-10-2020,00 - 01,997,1704,8989,2347,14037
17-10-2020,01 - 02,954,1640,8785,2313,13692
17-10-2020,02 - 03,975,1659,8695,2290,13619
17-10-2020,03 - 04,952,1595,8583,2330,13460
17-10-2020,04 - 05,947,1611,8514,2331,13403
17-10-2020,05 - 06,941,1519,8660,2419,13539
17-10-2020,06 - 07,954,1651,8854,2521,13980
17-10-2020,07 - 08,903,1709,9116,2673,14401
17-10-2020,08 - 09,984,1685,9474,2817,14960
17-10-2020,09 - 10,999,1837,9663,2847,15346
17-10-2020,10 - 11,1101,1904,9594,2824,15423
17-10-2020,11 - 12,1092,1956,9491,2720,15259
17-10-2020,12 - 13,1151,1893,9313,2671,15028
17-10-2020,13 - 14,1114,1789,9273,2608,14784
17-10-2020,14 - 15,1211,1935,9251,2586,14983
17-10-2020,15 - 16,1351,1833,9370,2623,15177
17-10-2020,16 - 17,1070,1789,9656,2686,15201
17-10-2020,17 - 18,1196,1962,10066,2818,16042
17-10-2020,18 - 19,1078,2004,10254,2886,16222
17-10-2020,19 - 20,1111,2002,9916,2766,15795
17-10-2020,20 - 21,1043,1790,9513,2650,14996
17-10-2020,21 - 22,1059,1886,9041,2531,14517
17-10-2020,22 - 23,1015,1925,8525,2355,13820
17-10-2020,23 - 00,1063,1818,8192,2199,13272
18-10-2020,00 - 01,1043,1456,7920,2146,12565
18-10-2020,01 - 02,960,1407,7792,2152,12311
18-10-2020,02 - 03,931,1443,7803,2187,12364
18-10-2020,03 - 04,939,1476,7853,2202,12470
18-10-2020,04 - 05,955,1392,7938,2157,12442
18-10-2020,05 - 06,1084,1383,8312,2111,12890
18-10-2020,06 - 07,1061,1830,8539,2134,13564
18-10-2020,07 - 08,1052,1815,8900,2275,14042
18-10-2020,08 - 09,1070,1802,9295,2432,14599
18-10-2020,09 - 10,1123,1885,9533,2598,15139
18-10-2020,10 - 11,1091,2015,9646,2666,15418
18-10-2020,11 - 12,1110,1994,9676,2659,15439
18-10-2020,12 - 13,1155,1909,9689,2597,15350
18-10-2020,13 - 14,1240,1823,9588,2508,15159
18-10-2020,14 - 15,1226,1864,9492,2378,14960
18-10-2020,15 - 16,1216,1879,9546,2327,14968
18-10-2020,16 - 17,1232,1786,9902,2465,15385
18-10-2020,17 - 18,1262,1917,10559,2787,16525
