,Hours,SE1,SE2,SE3,SE4,SE
04-03-2021,08 - 09,1392,2142,13213,3996,20743
04-03-2021,09 - 10,1558,2023,12917,3953,20451
04-03-2021,10 - 11,1456,1994,12658,3917,20025
04-03-2021,11 - 12,1334,1970,12473,3823,19600
04-03-2021,12 - 13,1283,1963,12463,3725,19434
04-03-2021,13 - 14,1245,1925,12165,3647,18982
04-03-2021,14 - 15,1263,1952,12112,3540,18867
04-03-2021,15 - 16,1330,1818,12122,3527,18797
04-03-2021,16 - 17,1406,1880,12352,3502,19140
04-03-2021,17 - 18,1487,2268,13198,3676,20629
04-03-2021,18 - 19,1375,2196,13606,3827,21004
04-03-2021,19 - 20,1255,2200,13337,3788,20580
04-03-2021,20 - 21,1227,2026,12942,3669,19864
04-03-2021,21 - 22,1218,1793,12362,3501,18874
04-03-2021,22 - 23,1086,1736,11787,3339,17948
04-03-2021,23 - 00,1080,1749,11544,3241,17614
05-03-2021,00 - 01,1106,1678,11168,3164,17116
05-03-2021,01 - 02,1169,1660,10967,3118,16914
05-03-2021,02 - 03,1147,1574,10927,3136,16784
05-03-2021,03 - 04,1185,1468,11024,3189,16866
05-03-2021,04 - 05,1282,1554,11182,3224,17242
05-03-2021,05 - 06,1250,1781,11717,3442,18190
05-03-2021,06 - 07,1158,1976,12653,3792,19579
05-03-2021,07 - 08,1369,2154,13474,4011,21008
05-03-2021,08 - 09,1371,2430,13653,4017,21471
05-03-2021,09 - 10,1484,2523,13463,3946,21416
05-03-2021,10 - 11,1581,2429,13055,3790,20855
05-03-2021,11 - 12,1428,2299,12790,3649,20166
05-03-2021,12 - 13,1425,2222,12631,3490,19768
05-03-2021,13 - 14,1378,2024,12325,3390,19117
05-03-2021,14 - 15,1301,1950,12058,3306,18615
05-03-2021,15 - 16,1347,2025,11863,3252,18487
05-03-2021,16 - 17,1384,2297,12135,3324,19140
05-03-2021,17 - 18,1218,2412,12894,3535,20059
05-03-2021,18 - 19,1038,2257,13391,3716,20402
05-03-2021,19 - 20,1182,2103,13081,3668,20034
05-03-2021,20 - 21,1357,1919,12621,3540,19437
05-03-2021,21 - 22,1332,1770,12043,3399,18544
05-03-2021,22 - 23,1230,1617,11461,3320,17628
05-03-2021,23 - 00,1099,1665,11093,3218,17075
06-03-2021,00 - 01,1104,1628,10934,3177,16843
06-03-2021,01 - 02,1028,1675,10750,3105,16558
06-03-2021,02 - 03,974,1530,10554,3124,16182
06-03-2021,03 - 04,1088,1527,10603,3069,16287
06-03-2021,04 - 05,1228,1547,10669,3116,16560
06-03-2021,05 - 06,1192,1626,10726,3164,16708
06-03-2021,06 - 07,1139,1707,11004,3235,17085
06-03-2021,07 - 08,1254,1637,11147,3319,17357
06-03-2021,08 - 09,1356,1921,11498,3412,18187
06-03-2021,09 - 10,1379,1922,11615,3541,18457
06-03-2021,10 - 11,1364,1874,11441,3512,18191
06-03-2021,11 - 12,1188,1794,11255,3451,17688
06-03-2021,12 - 13,1132,1625,11110,3261,17128
06-03-2021,13 - 14,1160,2018,11022,3139,17339
06-03-2021,14 - 15,1147,1765,11045,3142,17099
06-03-2021,15 - 16,1151,1942,11169,3192,17454
06-03-2021,16 - 17,1281,2086,11286,3296,17949
06-03-2021,17 - 18,1374,2226,11780,3407,18787
06-03-2021,18 - 19,1374,2261,12061,3549,19245
06-03-2021,19 - 20,1172,1996,11786,3440,18394
06-03-2021,20 - 21,1166,1950,11318,3279,17713
06-03-2021,21 - 22,1195,2064,11016,3157,17432
06-03-2021,22 - 23,1198,2157,10722,3061,17138
06-03-2021,23 - 00,1222,1679,10404,2925,16230
07-03-2021,00 - 01,1221,1541,10237,2875,15874
07-03-2021,01 - 02,1236,1723,10170,2827,15956
07-03-2021,02 - 03,1236,1935,10287,2819,16277
07-03-2021,03 - 04,1199,2013,10394,2816,16422
07-03-2021,04 - 05,1196,1884,10561,2846,16487
07-03-2021,05 - 06,1156,1888,10686,2855,16585
07-03-2021,06 - 07,1204,1821,10684,2859,16568
07-03-2021,07 - 08,1206,1992,10806,2993,16997
07-03-2021,08 - 09,1199,2045,11049,3175,17468
07-03-2021,09 - 10,1263,2008,11250,3315,17836
07-03-2021,10 - 11,1203,2012,11333,3209,17757
07-03-2021,11 - 12,1259,2024,11540,3116,17939
07-03-2021,12 - 13,1221,1971,11663,3014,17869
07-03-2021,13 - 14,1221,1836,11551,2735,17343
07-03-2021,14 - 15,1197,1695,11494,2694,17080
07-03-2021,15 - 16,1195,1680,11637,2826,17338
07-03-2021,16 - 17,1260,1876,11881,3042,18059
07-03-2021,17 - 18,1295,1921,12683,3349,19248
07-03-2021,18 - 19,1263,2075,13108,3574,20020
07-03-2021,19 - 20,1181,2094,12808,3540,19623
07-03-2021,20 - 21,1211,1901,12342,3433,18887
07-03-2021,21 - 22,1314,1808,11901,3390,18413
07-03-2021,22 - 23,1215,1791,11434,3271,17711
07-03-2021,23 - 00,1089,1818,11203,3199,17309
08-03-2021,00 - 01,1074,1770,11103,3149,17096
08-03-2021,01 - 02,1069,1901,10864,3072,16906
08-03-2021,02 - 03,1093,1945,10946,3083,17067
08-03-2021,03 - 04,1145,1917,11100,3158,17320
08-03-2021,04 - 05,1408,1841,11333,3287,17869
08-03-2021,05 - 06,1501,2071,11776,3449,18797
08-03-2021,06 - 07,1492,2207,12925,3832,20456
08-03-2021,07 - 08,1445,2225,13875,4157,21702
08-03-2021,08 - 09,1492,2260,13988,4151,21891
08-03-2021,09 - 10,1451,2266,13726,4021,21464
08-03-2021,10 - 11,1412,2180,13400,3895,20887
08-03-2021,11 - 12,1381,2171,13152,3798,20502
08-03-2021,12 - 13,1375,2201,12945,3700,20221
08-03-2021,13 - 14,1351,2223,12716,3610,19900
08-03-2021,14 - 15,1384,2126,12637,3514,19661
08-03-2021,15 - 16,1419,2099,12567,3539,19624
08-03-2021,16 - 17,1365,2169,12780,3564,19878
08-03-2021,17 - 18,1448,2321,13433,3768,20970
08-03-2021,18 - 19,1360,2249,13702,3934,21245
08-03-2021,19 - 20,1428,2236,13346,3897,20907
08-03-2021,20 - 21,1368,2113,13101,3774,20356
08-03-2021,21 - 22,1395,2135,12621,3644,19795
08-03-2021,22 - 23,1415,2089,12069,3521,19094
08-03-2021,23 - 00,1384,1959,11565,3347,18255
09-03-2021,00 - 01,1263,1925,11309,3347,17844
09-03-2021,01 - 02,1237,1978,11221,3299,17735
09-03-2021,02 - 03,1185,1901,11181,3311,17578
09-03-2021,03 - 04,1273,1921,11284,3351,17829
09-03-2021,04 - 05,1333,2051,11525,3414,18323
09-03-2021,05 - 06,1380,1984,11868,3579,18811
09-03-2021,06 - 07,1464,2346,12710,3893,20413
09-03-2021,07 - 08,1512,2344,13581,4109,21546
09-03-2021,08 - 09,1529,2230,13798,4112,21669
09-03-2021,09 - 10,1408,2209,13786,4008,21411
09-03-2021,10 - 11,1448,2238,13591,3844,21121
09-03-2021,11 - 12,1411,2218,13422,3749,20800
09-03-2021,12 - 13,1398,2159,13329,3706,20592
09-03-2021,13 - 14,1387,2127,13207,3641,20362
09-03-2021,14 - 15,1375,2207,13143,3669,20394
09-03-2021,15 - 16,1352,2192,13143,3699,20386
09-03-2021,16 - 17,1382,2272,13266,3712,20632
09-03-2021,17 - 18,1373,2320,13740,3869,21302
09-03-2021,18 - 19,1406,2072,13856,3935,21269
09-03-2021,19 - 20,1419,1903,13550,3861,20733
09-03-2021,20 - 21,1499,1834,13133,3788,20254
09-03-2021,21 - 22,1423,1788,12681,3654,19546
09-03-2021,22 - 23,1335,1712,12264,3466,18777
09-03-2021,23 - 00,1325,1685,11741,3278,18029
10-03-2021,00 - 01,1433,1763,11346,3175,17717
10-03-2021,01 - 02,1449,1801,11110,3124,17484
10-03-2021,02 - 03,1385,1823,11224,3102,17534
10-03-2021,03 - 04,1318,1686,11238,3160,17402
10-03-2021,04 - 05,1289,1843,11550,3242,17924
10-03-2021,05 - 06,1417,2028,12089,3436,18970
10-03-2021,06 - 07,1562,2177,13174,3779,20692
10-03-2021,07 - 08,1513,2200,14012,4047,21772
10-03-2021,08 - 09,1392,2374,14267,4007,22040
10-03-2021,09 - 10,1418,2527,14080,3930,21955
10-03-2021,10 - 11,1292,2380,14036,3870,21578
10-03-2021,11 - 12,1341,2241,13988,3811,21381
10-03-2021,12 - 13,1356,2217,13924,3721,21218
10-03-2021,13 - 14,1414,2204,13754,3620,20992
10-03-2021,14 - 15,1344,2247,13659,3588,20838
10-03-2021,15 - 16,1374,2341,13711,3597,21023
10-03-2021,16 - 17,1439,2251,13728,3642,21060
10-03-2021,17 - 18,1302,2212,13988,3806,21308
10-03-2021,18 - 19,1127,2295,14166,3896,21484
10-03-2021,19 - 20,1208,2335,13822,3814,21179
10-03-2021,20 - 21,1281,2249,13557,3672,20759
10-03-2021,21 - 22,1204,2136,13076,3495,19911
10-03-2021,22 - 23,1151,2154,12329,3306,18940
10-03-2021,23 - 00,1140,1945,11826,3123,18034
11-03-2021,00 - 01,1068,1909,11453,2999,17429
11-03-2021,01 - 02,1095,1970,11396,2947,17408
11-03-2021,02 - 03,1246,2025,11348,2947,17566
11-03-2021,03 - 04,1448,1956,11346,2996,17746
11-03-2021,04 - 05,1365,2124,11401,3102,17992
11-03-2021,05 - 06,1342,2105,11744,3296,18487
11-03-2021,06 - 07,1385,2421,12853,3665,20324
11-03-2021,07 - 08,1432,2420,13861,4053,21766
11-03-2021,08 - 09,1614,2276,14013,4204,22107
11-03-2021,09 - 10,1503,2261,14096,4225,22085
11-03-2021,10 - 11,1421,2345,14152,4244,22162
11-03-2021,11 - 12,1410,2306,14177,4247,22140
11-03-2021,12 - 13,1455,2324,14068,4232,22079
11-03-2021,13 - 14,1406,2292,13963,4127,21788
11-03-2021,14 - 15,1357,2253,13932,4050,21592
11-03-2021,15 - 16,1382,2224,14078,4004,21688
11-03-2021,16 - 17,1447,2204,14111,3940,21702
11-03-2021,17 - 18,1403,2286,14270,4043,22002
11-03-2021,18 - 19,1509,2275,14343,4111,22238
11-03-2021,19 - 20,1639,2249,13940,4026,21854
11-03-2021,20 - 21,3409,8409,11201,1702,24721
11-03-2021,21 - 22,3157,8192,10825,1685,23859
11-03-2021,22 - 23,2849,7393,10526,1691,22459
11-03-2021,23 - 00,2707,6089,10359,1711,20866
12-03-2021,00 - 01,1175,1620,10941,3045,16781
12-03-2021,01 - 02,1067,1655,10787,2951,16460
12-03-2021,02 - 03,1051,1577,10677,2848,16153
12-03-2021,03 - 04,1221,1769,10594,2834,16418
12-03-2021,04 - 05,1309,1830,10594,2873,16606
12-03-2021,05 - 06,1339,2162,11054,3029,17584
12-03-2021,06 - 07,1436,2229,11992,3390,19047
12-03-2021,07 - 08,1407,2314,12836,3740,20297
12-03-2021,08 - 09,1482,2397,13021,3780,20680
12-03-2021,09 - 10,1427,2321,12910,3734,20392
12-03-2021,10 - 11,1412,2195,12826,3732,20165
12-03-2021,11 - 12,1488,2105,12795,3700,20088
12-03-2021,12 - 13,1439,2288,12699,3627,20053
12-03-2021,13 - 14,1419,2217,12274,3601,19511
12-03-2021,14 - 15,1346,2172,12020,3503,19041
12-03-2021,15 - 16,1260,2142,11902,3446,18750
12-03-2021,16 - 17,1288,2212,12061,3460,19021
12-03-2021,17 - 18,1319,2248,12371,3608,19546
12-03-2021,18 - 19,1384,2212,12688,3721,20005
12-03-2021,19 - 20,1387,2183,12576,3608,19754
12-03-2021,20 - 21,1288,2050,12083,3439,18860
12-03-2021,21 - 22,1330,2001,11425,3303,18059
12-03-2021,22 - 23,1336,1967,11005,3237,17545
12-03-2021,23 - 00,1151,2114,10572,3111,16948
13-03-2021,00 - 01,1136,1978,10206,2943,16263
13-03-2021,01 - 02,1211,1897,10041,2835,15984
13-03-2021,02 - 03,1242,1979,9895,2762,15878
13-03-2021,03 - 04,1221,1893,9909,2771,15794
13-03-2021,04 - 05,1212,1945,9902,2850,15909
13-03-2021,05 - 06,1230,1922,10042,2917,16111
13-03-2021,06 - 07,1252,1940,10204,2926,16322
13-03-2021,07 - 08,1220,2017,10589,3049,16875
13-03-2021,08 - 09,1234,2124,11151,3180,17689
13-03-2021,09 - 10,1292,2093,11504,3252,18141
13-03-2021,10 - 11,1295,2126,11548,3310,18279
13-03-2021,11 - 12,1306,2129,11495,3294,18224
13-03-2021,12 - 13,1280,2094,11402,3225,18001
13-03-2021,13 - 14,1260,2065,11231,3157,17713
13-03-2021,14 - 15,1207,2048,11092,3208,17555
13-03-2021,15 - 16,1227,2054,11118,3284,17683
13-03-2021,16 - 17,1241,2095,11305,3309,17950
13-03-2021,17 - 18,1429,2189,11742,3462,18822
13-03-2021,18 - 19,1388,2198,12122,3555,19263
13-03-2021,19 - 20,1385,2152,12009,3477,19023
13-03-2021,20 - 21,1372,2095,11497,3289,18253
13-03-2021,21 - 22,1322,1987,11059,3152,17520
13-03-2021,22 - 23,1257,2015,10874,3093,17239
13-03-2021,23 - 00,1221,1909,10600,3012,16742
14-03-2021,00 - 01,1182,1845,10216,2865,16108
14-03-2021,01 - 02,1252,1799,10027,2768,15846
14-03-2021,02 - 03,1247,1766,9961,2735,15709
14-03-2021,03 - 04,1194,1795,9966,2686,15641
14-03-2021,04 - 05,1262,1823,10076,2641,15802
14-03-2021,05 - 06,1248,1849,10157,2714,15968
14-03-2021,06 - 07,1188,1877,10207,2778,16050
14-03-2021,07 - 08,1215,1887,10511,2888,16501
14-03-2021,08 - 09,1266,1924,10857,3022,17069
14-03-2021,09 - 10,1284,1945,11022,3103,17354
14-03-2021,10 - 11,1296,1965,11148,3201,17610
14-03-2021,11 - 12,1239,1937,11076,3205,17457
14-03-2021,12 - 13,1222,1877,10982,3192,17273
14-03-2021,13 - 14,1210,1839,10906,3097,17052
14-03-2021,14 - 15,1196,1836,10834,3026,16892
14-03-2021,15 - 16,1228,1896,10991,3035,17150
14-03-2021,16 - 17,1338,1985,11380,3105,17808
14-03-2021,17 - 18,1349,2010,11783,3193,18335
14-03-2021,18 - 19,1306,2055,12129,3337,18827
14-03-2021,19 - 20,1282,2034,11900,3307,18523
14-03-2021,20 - 21,1266,1981,11489,3117,17853
14-03-2021,21 - 22,1247,1920,11078,3001,17246
14-03-2021,22 - 23,1225,1869,10652,2953,16699
14-03-2021,23 - 00,1205,1793,10263,2854,16115
15-03-2021,00 - 01,1180,1786,10137,2835,15938
15-03-2021,01 - 02,1197,1817,9983,2778,15775
15-03-2021,02 - 03,1185,1771,9959,2759,15674
15-03-2021,03 - 04,1191,1729,10033,2727,15680
15-03-2021,04 - 05,1238,1793,10197,2752,15980
15-03-2021,05 - 06,1264,1935,10677,2942,16818
15-03-2021,06 - 07,1234,2107,11735,3281,18357
15-03-2021,07 - 08,1257,2158,12663,3579,19657
15-03-2021,08 - 09,1269,2095,12845,3695,19904
15-03-2021,09 - 10,1299,2219,12702,3716,19936
15-03-2021,10 - 11,,,,,
15-03-2021,11 - 12,,,,,
15-03-2021,12 - 13,,,,,
15-03-2021,13 - 14,,,,,
15-03-2021,14 - 15,,,,,
15-03-2021,15 - 16,,,,,
15-03-2021,16 - 17,,,,,
15-03-2021,17 - 18,,,,,
15-03-2021,18 - 19,,,,,
15-03-2021,19 - 20,,,,,
15-03-2021,20 - 21,,,,,
15-03-2021,21 - 22,,,,,
15-03-2021,22 - 23,,,,,
15-03-2021,23 - 00,,,,,
