,Hours,SE1,SE2,SE3,SE4,SE
21-01-2021,18 - 19,1514,2400,13599,3929,21442
21-01-2021,19 - 20,1429,2219,13268,3802,20718
21-01-2021,20 - 21,1401,2310,12879,3600,20190
21-01-2021,21 - 22,1452,2329,12454,3403,19638
21-01-2021,22 - 23,1418,2224,11680,3222,18544
21-01-2021,23 - 00,1355,2417,11204,3069,18045
22-01-2021,00 - 01,1367,2167,10770,2916,17220
22-01-2021,01 - 02,1394,1698,10417,2849,16358
22-01-2021,02 - 03,1354,1980,10278,2763,16375
22-01-2021,03 - 04,1384,1992,10361,2785,16522
22-01-2021,04 - 05,1543,2241,10505,2932,17221
22-01-2021,05 - 06,1600,2262,10900,3078,17840
22-01-2021,06 - 07,1697,2421,12070,3355,19543
22-01-2021,07 - 08,1642,2486,13107,3690,20925
22-01-2021,08 - 09,1583,2439,13484,3731,21237
22-01-2021,09 - 10,1606,2467,13380,3706,21159
22-01-2021,10 - 11,1448,2596,13418,3895,21357
22-01-2021,11 - 12,1369,2574,13398,3845,21186
22-01-2021,12 - 13,1422,2491,13360,3799,21072
22-01-2021,13 - 14,1524,2345,12895,3705,20469
22-01-2021,14 - 15,1587,2321,12701,3604,20213
22-01-2021,15 - 16,1597,2320,12909,3607,20433
22-01-2021,16 - 17,1428,2294,13160,3640,20522
22-01-2021,17 - 18,1378,2057,13293,3759,20487
22-01-2021,18 - 19,1389,2113,13083,3729,20314
22-01-2021,19 - 20,1440,1915,12632,3566,19553
22-01-2021,20 - 21,1421,2017,12230,3381,19049
22-01-2021,21 - 22,1394,2203,11648,3226,18471
22-01-2021,22 - 23,1353,2133,11119,3062,17667
22-01-2021,23 - 00,1333,1909,10622,2915,16779
23-01-2021,00 - 01,1517,1855,10358,2862,16592
23-01-2021,01 - 02,1367,2013,9984,2805,16169
23-01-2021,02 - 03,1345,1934,9854,2746,15879
23-01-2021,03 - 04,1362,1965,9808,2761,15896
23-01-2021,04 - 05,1379,2073,9928,2860,16240
23-01-2021,05 - 06,1450,2115,10106,2984,16655
23-01-2021,06 - 07,1321,2134,10384,3054,16893
23-01-2021,07 - 08,1319,2280,10693,3159,17451
23-01-2021,08 - 09,1328,2299,10950,3286,17863
23-01-2021,09 - 10,1432,2251,11501,3409,18593
23-01-2021,10 - 11,1472,2205,11638,3514,18829
23-01-2021,11 - 12,1488,2226,11574,3530,18818
23-01-2021,12 - 13,1512,2124,11622,3530,18788
23-01-2021,13 - 14,1490,2159,11615,3497,18761
23-01-2021,14 - 15,1442,2129,11736,3482,18789
23-01-2021,15 - 16,1474,2137,12290,3482,19383
23-01-2021,16 - 17,1604,2270,12666,3567,20107
23-01-2021,17 - 18,1774,2253,12892,3650,20569
23-01-2021,18 - 19,1744,2460,12677,3640,20521
23-01-2021,19 - 20,1495,2423,12255,3525,19698
23-01-2021,20 - 21,1507,2210,11859,3421,18997
23-01-2021,21 - 22,1550,2089,11436,3310,18385
23-01-2021,22 - 23,1533,2121,11055,3244,17953
23-01-2021,23 - 00,1416,2164,10817,3110,17507
24-01-2021,00 - 01,1380,2151,10433,2987,16951
24-01-2021,01 - 02,1443,2036,10206,2957,16642
24-01-2021,02 - 03,1317,2013,10153,2893,16376
24-01-2021,03 - 04,1342,2136,10085,2920,16483
24-01-2021,04 - 05,1329,2187,10145,2942,16603
24-01-2021,05 - 06,1317,2099,10391,2999,16806
24-01-2021,06 - 07,1400,2253,10802,3110,17565
24-01-2021,07 - 08,1339,2364,11148,3234,18085
24-01-2021,08 - 09,1369,2310,11442,3314,18435
24-01-2021,09 - 10,1407,2420,11888,3434,19149
24-01-2021,10 - 11,1438,2350,12059,3482,19329
24-01-2021,11 - 12,1468,2406,12255,3516,19645
24-01-2021,12 - 13,1492,2395,12309,3502,19698
24-01-2021,13 - 14,1460,2363,12263,3492,19578
24-01-2021,14 - 15,1458,2478,12489,3497,19922
24-01-2021,15 - 16,1479,2493,12658,3492,20122
24-01-2021,16 - 17,1479,2575,13228,3663,20945
24-01-2021,17 - 18,1501,2560,13660,3766,21487
24-01-2021,18 - 19,1514,2488,13540,3731,21273
24-01-2021,19 - 20,1544,2501,13293,3667,21005
24-01-2021,20 - 21,1452,2450,12910,3543,20355
24-01-2021,21 - 22,1448,2400,12445,3420,19713
24-01-2021,22 - 23,1437,2293,11721,3274,18725
24-01-2021,23 - 00,1430,2162,11346,3166,
25-01-2021,00 - 01,1413,2014,10872,3081,17380
25-01-2021,01 - 02,1417,2114,10769,3016,17316
25-01-2021,02 - 03,1315,2197,10874,3023,17409
25-01-2021,03 - 04,1319,2156,10801,3046,17322
25-01-2021,04 - 05,1375,2116,10907,3108,17506
25-01-2021,05 - 06,1467,2300,11432,3226,18425
25-01-2021,06 - 07,1515,2564,12772,3626,20477
25-01-2021,07 - 08,1574,2625,13908,3972,22079
25-01-2021,08 - 09,1597,2812,14241,4032,22682
25-01-2021,09 - 10,1605,2824,14340,3988,22757
25-01-2021,10 - 11,1647,2833,14131,4023,22634
25-01-2021,11 - 12,1608,2781,14106,4123,22618
25-01-2021,12 - 13,1576,2725,14207,4139,22647
25-01-2021,13 - 14,1626,2737,14161,4131,22655
25-01-2021,14 - 15,1597,2808,14050,4093,22548
25-01-2021,15 - 16,1606,2901,14054,4087,22647
25-01-2021,16 - 17,1551,2893,14420,4125,22988
25-01-2021,17 - 18,1581,2905,14717,4241,22909
25-01-2021,18 - 19,1583,2887,14552,4162,22791
25-01-2021,19 - 20,1599,2858,14180,4030,22835
25-01-2021,20 - 21,1632,2893,13793,3853,22950
25-01-2021,21 - 22,1696,2699,13215,3624,23001
25-01-2021,22 - 23,1665,2667,12617,3498,22998
25-01-2021,23 - 00,1601,2630,12056,3326,22250
26-01-2021,00 - 01,1651,2278,11751,3260,18940
26-01-2021,01 - 02,1753,2203,11386,3222,18564
26-01-2021,02 - 03,1689,2083,11215,3179,18166
26-01-2021,03 - 04,1595,2100,11351,3180,18226
26-01-2021,04 - 05,1733,2222,11644,3239,18838
26-01-2021,05 - 06,1708,2293,12028,3372,19401
26-01-2021,06 - 07,1683,2520,13008,3743,20954
26-01-2021,07 - 08,1632,2736,14253,4078,22699
26-01-2021,08 - 09,1643,2743,14528,4162,23076
26-01-2021,09 - 10,1605,2724,14615,4141,23085
26-01-2021,10 - 11,1702,2628,14441,4156,22927
26-01-2021,11 - 12,2036,2673,14482,4169,23360
26-01-2021,12 - 13,1813,2644,14447,4080,22984
26-01-2021,13 - 14,1701,2668,14089,4043,21988
26-01-2021,14 - 15,1596,2660,14057,3959,22272
26-01-2021,15 - 16,1638,2626,14095,4041,22400
26-01-2021,16 - 17,1585,2649,14485,4095,22814
26-01-2021,17 - 18,1465,2698,14918,4266,23347
26-01-2021,18 - 19,1485,2673,14720,4231,23109
26-01-2021,19 - 20,1637,2675,14395,4088,22795
26-01-2021,20 - 21,1626,2687,14064,3885,22262
26-01-2021,21 - 22,1581,2564,13516,3681,21342
26-01-2021,22 - 23,1578,2536,13035,3561,20710
26-01-2021,23 - 00,1490,2497,12547,3471,20005
27-01-2021,00 - 01,1411,2253,12061,3390,19115
27-01-2021,01 - 02,1470,2279,11966,3354,19069
27-01-2021,02 - 03,1458,2212,11794,3298,18762
27-01-2021,03 - 04,1462,2160,11793,3317,18732
27-01-2021,04 - 05,1509,2123,11877,3316,18825
27-01-2021,05 - 06,1522,2341,12268,3470,19601
27-01-2021,06 - 07,1457,2478,13295,3837,21067
27-01-2021,07 - 08,1557,2564,14650,4143,22914
27-01-2021,08 - 09,1496,2571,14891,4195,23153
27-01-2021,09 - 10,1516,2648,15061,4207,23432
27-01-2021,10 - 11,1460,2667,15009,4229,23365
27-01-2021,11 - 12,1541,2654,14794,4261,23250
27-01-2021,12 - 13,1594,2654,14658,4172,23078
27-01-2021,13 - 14,1505,2574,14477,4134,22690
27-01-2021,14 - 15,1464,2520,14380,4097,22461
27-01-2021,15 - 16,1458,2604,14633,4118,22813
27-01-2021,16 - 17,1468,2653,15067,4184,23372
27-01-2021,17 - 18,1541,2747,15386,4278,23952
27-01-2021,18 - 19,1555,2757,15242,4157,23711
27-01-2021,19 - 20,1528,2677,14918,3983,23106
27-01-2021,20 - 21,1434,2699,14475,3818,22426
27-01-2021,21 - 22,1331,2687,13922,3628,21568
27-01-2021,22 - 23,1455,2596,13308,3487,20846
27-01-2021,23 - 00,1460,2633,12705,3350,20148
28-01-2021,00 - 01,1431,2334,12188,3265,19218
28-01-2021,01 - 02,1423,2325,12033,3194,18975
28-01-2021,02 - 03,1334,2305,11874,3151,18664
28-01-2021,03 - 04,1354,2283,11909,3145,18691
28-01-2021,04 - 05,1356,2233,12167,3167,18923
28-01-2021,05 - 06,1351,2343,12581,3303,19578
28-01-2021,06 - 07,1536,2645,13687,3718,21586
28-01-2021,07 - 08,1517,2785,14824,4094,23220
28-01-2021,08 - 09,1527,2859,15077,4058,23521
28-01-2021,09 - 10,1527,2840,14976,4073,23416
28-01-2021,10 - 11,1535,2824,15064,4123,23546
28-01-2021,11 - 12,1543,2843,14949,4185,23520
28-01-2021,12 - 13,1537,2852,14875,4272,23536
28-01-2021,13 - 14,1545,2814,14658,4237,23254
28-01-2021,14 - 15,1579,2807,14561,4133,23080
28-01-2021,15 - 16,1622,2811,14472,4121,23026
28-01-2021,16 - 17,1601,2880,14735,4081,23297
28-01-2021,17 - 18,1615,3009,15098,4209,23931
28-01-2021,18 - 19,1626,2894,14967,4197,23684
28-01-2021,19 - 20,1666,2842,14655,4143,23306
28-01-2021,20 - 21,1620,2820,14215,4064,22719
28-01-2021,21 - 22,1598,2697,13683,3854,21832
28-01-2021,22 - 23,1537,2634,13318,3749,21238
28-01-2021,23 - 00,1483,2531,12656,3555,20225
29-01-2021,00 - 01,1474,2365,12345,3419,19603
29-01-2021,01 - 02,1532,2345,12279,3380,19536
29-01-2021,02 - 03,1482,2378,12258,3431,19549
29-01-2021,03 - 04,1514,2406,12155,3494,19569
29-01-2021,04 - 05,1572,2442,12279,3504,19797
29-01-2021,05 - 06,1638,2428,12923,3669,20658
29-01-2021,06 - 07,1725,2698,14082,4086,22591
29-01-2021,07 - 08,1733,2855,15043,4439,24070
29-01-2021,08 - 09,1703,2836,15358,4537,24434
29-01-2021,09 - 10,1696,2907,15451,4499,24553
29-01-2021,10 - 11,1714,2909,15377,4473,24473
29-01-2021,11 - 12,1723,2766,15199,4423,24111
29-01-2021,12 - 13,1731,2812,15085,4363,23991
29-01-2021,13 - 14,1739,2735,14623,4269,23366
29-01-2021,14 - 15,1681,2729,14417,4174,23001
29-01-2021,15 - 16,1684,2801,14415,4138,23038
29-01-2021,16 - 17,1751,3006,14840,4167,23764
29-01-2021,17 - 18,1799,2918,15152,4296,24165
29-01-2021,18 - 19,1786,2964,14924,4191,23865
29-01-2021,19 - 20,1703,2888,14520,4091,23202
29-01-2021,20 - 21,1632,2791,14053,3900,22376
29-01-2021,21 - 22,1592,2747,13601,3704,21644
29-01-2021,22 - 23,1553,2727,13184,3578,21042
29-01-2021,23 - 00,1487,2695,12779,3467,20428
30-01-2021,00 - 01,1596,2609,12489,3419,20113
30-01-2021,01 - 02,1688,2467,12304,3355,19814
30-01-2021,02 - 03,1686,2501,12268,3304,19759
30-01-2021,03 - 04,1451,2546,12295,3245,19537
30-01-2021,04 - 05,1384,2647,12418,3281,19730
30-01-2021,05 - 06,1474,2652,12588,3403,20117
30-01-2021,06 - 07,1589,2632,13022,3578,20821
30-01-2021,07 - 08,1613,2761,13537,3824,21735
30-01-2021,08 - 09,1536,2838,13956,3991,22321
30-01-2021,09 - 10,1596,2881,14237,4023,22737
30-01-2021,10 - 11,1557,2842,14266,4061,22726
30-01-2021,11 - 12,1519,2669,14166,3964,22318
30-01-2021,12 - 13,1548,2547,13962,3865,21922
30-01-2021,13 - 14,1476,2521,13742,3783,21522
30-01-2021,14 - 15,1377,2604,13528,3711,21220
30-01-2021,15 - 16,1550,2582,13698,3695,21525
30-01-2021,16 - 17,1642,2846,14256,3759,22503
30-01-2021,17 - 18,1610,2837,14863,3914,23224
30-01-2021,18 - 19,1533,2713,14915,3857,23018
30-01-2021,19 - 20,1480,2685,14576,3724,22465
30-01-2021,20 - 21,1401,2565,14243,3631,21840
30-01-2021,21 - 22,1357,2592,13848,3466,21263
30-01-2021,22 - 23,1395,2526,13503,3356,20780
30-01-2021,23 - 00,1246,2496,13033,3239,20014
31-01-2021,00 - 01,1256,2304,12615,3223,19398
31-01-2021,01 - 02,1265,2113,12448,3184,19010
31-01-2021,02 - 03,1243,2197,12475,3152,19067
31-01-2021,03 - 04,1232,2118,12424,3141,18915
31-01-2021,04 - 05,1230,2086,12523,3145,18984
31-01-2021,05 - 06,1310,2063,12713,3120,19206
31-01-2021,06 - 07,1340,2291,12987,3201,19819
31-01-2021,07 - 08,1365,2354,13469,3315,20503
31-01-2021,08 - 09,1349,2218,13872,3448,20887
31-01-2021,09 - 10,1323,2267,14418,3559,21567
31-01-2021,10 - 11,1384,2493,14575,3639,22091
31-01-2021,11 - 12,1394,2447,14288,3636,21765
31-01-2021,12 - 13,1399,2342,13963,3591,21295
31-01-2021,13 - 14,1405,2293,13652,3518,20868
31-01-2021,14 - 15,1326,2302,13659,3475,20762
31-01-2021,15 - 16,1356,2397,13882,3560,21195
31-01-2021,16 - 17,1430,2502,14566,3743,22241
31-01-2021,17 - 18,1329,2569,15213,3935,23046
31-01-2021,18 - 19,1395,2588,15139,3940,23062
31-01-2021,19 - 20,1415,2614,14946,3935,22910
31-01-2021,20 - 21,1380,2630,14671,3814,22495
31-01-2021,21 - 22,1344,2541,14169,3694,21748
31-01-2021,22 - 23,1224,2447,13690,3599,20960
31-01-2021,23 - 00,1164,2368,13377,3510,20419
01-02-2021,00 - 01,1239,2293,13129,3488,20149
01-02-2021,01 - 02,1276,2226,12857,3495,19854
01-02-2021,02 - 03,1246,2171,12665,3478,19560
01-02-2021,03 - 04,1184,2254,12711,3529,19678
01-02-2021,04 - 05,1173,2317,12895,3538,19923
01-02-2021,05 - 06,1355,2457,13510,3724,21046
01-02-2021,06 - 07,1458,2670,14664,4102,22894
01-02-2021,07 - 08,1471,2905,15617,4429,24422
01-02-2021,08 - 09,1521,2766,15894,4443,24624
01-02-2021,09 - 10,1345,2834,15841,4384,24404
01-02-2021,10 - 11,1279,2743,15631,4330,23983
01-02-2021,11 - 12,1277,2711,15569,4328,23885
01-02-2021,12 - 13,1345,2712,15520,4296,23873
01-02-2021,13 - 14,1431,2650,15224,4225,23530
01-02-2021,14 - 15,1470,2640,15125,4088,23323
01-02-2021,15 - 16,1463,2707,15035,4091,23296
01-02-2021,16 - 17,1417,2743,15249,4134,23543
01-02-2021,17 - 18,1356,2795,15729,4331,24211
01-02-2021,18 - 19,1349,2699,15516,4235,23799
01-02-2021,19 - 20,1346,2705,15116,4177,23344
01-02-2021,20 - 21,1448,2764,14815,4030,23057
01-02-2021,21 - 22,1440,2738,14281,3817,22276
01-02-2021,22 - 23,1365,2696,13517,3629,21207
01-02-2021,23 - 00,1321,2683,13182,3415,20601
02-02-2021,00 - 01,1270,2429,12541,3328,19568
02-02-2021,01 - 02,1398,2443,12359,3252,19452
02-02-2021,02 - 03,1478,2463,12337,3268,19546
02-02-2021,03 - 04,1473,2484,12397,3273,19627
02-02-2021,04 - 05,1447,2562,12495,3309,19813
02-02-2021,05 - 06,1590,2763,13057,3533,20943
02-02-2021,06 - 07,1677,2904,13968,3884,22433
02-02-2021,07 - 08,1663,3032,14903,4252,23850
02-02-2021,08 - 09,1690,2983,14978,4291,23942
02-02-2021,09 - 10,1636,2928,14942,4304,23810
02-02-2021,10 - 11,1614,2911,14826,4234,23585
02-02-2021,11 - 12,1645,2843,14835,4106,23429
02-02-2021,12 - 13,1545,2826,14856,4075,23302
02-02-2021,13 - 14,1648,2812,14719,3998,23177
02-02-2021,14 - 15,1585,2919,14713,3969,23186
02-02-2021,15 - 16,1689,2977,14671,4024,23361
02-02-2021,16 - 17,1761,2987,14814,4106,23668
02-02-2021,17 - 18,1769,2947,15291,4292,24299
02-02-2021,18 - 19,1650,2871,15112,4322,23955
02-02-2021,19 - 20,1558,2990,14925,4218,23691
02-02-2021,20 - 21,1527,2873,14472,4093,22965
02-02-2021,21 - 22,1704,2807,13870,3922,22303
02-02-2021,22 - 23,1352,2565,13197,3765,20879
02-02-2021,23 - 00,1323,2452,12562,3559,19896
03-02-2021,00 - 01,1368,2386,12265,3443,19462
03-02-2021,01 - 02,1451,2283,12018,3384,19136
03-02-2021,02 - 03,1480,2428,12025,3390,19323
03-02-2021,03 - 04,1498,2446,12154,3421,19519
03-02-2021,04 - 05,1613,2459,12315,3469,19856
03-02-2021,05 - 06,1603,2714,12901,3656,20874
03-02-2021,06 - 07,1579,2947,14075,4035,22636
03-02-2021,07 - 08,1443,3007,15076,4405,23931
03-02-2021,08 - 09,1600,2856,15435,4387,24278
03-02-2021,09 - 10,1458,2851,15645,4413,24367
03-02-2021,10 - 11,1316,2922,15715,4425,24378
03-02-2021,11 - 12,1382,2799,15751,4506,24438
03-02-2021,12 - 13,1553,2727,15531,4521,24332
03-02-2021,13 - 14,1532,2707,15182,4505,23926
03-02-2021,14 - 15,1419,2682,15117,4466,23684
03-02-2021,15 - 16,1507,2649,15192,4400,23748
03-02-2021,16 - 17,1579,2667,15490,4366,24102
03-02-2021,17 - 18,1477,2722,15971,4507,24677
03-02-2021,18 - 19,1472,2743,15714,4508,24437
03-02-2021,19 - 20,1566,2710,15306,4426,24008
03-02-2021,20 - 21,1499,2720,15069,4260,23548
03-02-2021,21 - 22,1541,2656,14550,4144,22891
03-02-2021,22 - 23,1503,2588,14126,3970,22187
03-02-2021,23 - 00,1406,2644,13550,3814,21414
04-02-2021,00 - 01,1403,2349,13208,3696,20656
04-02-2021,01 - 02,1413,2230,13063,3680,20386
04-02-2021,02 - 03,1372,2333,13192,3665,20562
04-02-2021,03 - 04,1352,2294,13224,3712,20582
04-02-2021,04 - 05,1510,2371,13452,3800,21133
04-02-2021,05 - 06,1478,2622,14036,3948,22084
04-02-2021,06 - 07,1569,2809,15150,4339,23867
04-02-2021,07 - 08,1453,2810,16241,4689,25193
04-02-2021,08 - 09,1446,2738,16468,4699,25351
04-02-2021,09 - 10,1411,2706,16436,4601,25154
04-02-2021,10 - 11,1501,2671,16441,4580,25193
04-02-2021,11 - 12,1619,2602,16369,4570,25160
04-02-2021,12 - 13,1510,2508,16243,4485,24746
04-02-2021,13 - 14,1456,2457,15998,4436,24347
04-02-2021,14 - 15,1457,2478,15991,4377,24303
04-02-2021,15 - 16,1554,2290,15992,4402,24238
04-02-2021,16 - 17,1529,2336,16118,4434,24417
04-02-2021,17 - 18,1503,2478,16605,4564,25150
04-02-2021,18 - 19,1492,2503,16450,4512,24957
04-02-2021,19 - 20,1557,2246,16070,4441,24314
04-02-2021,20 - 21,1547,2227,15638,4357,23769
04-02-2021,21 - 22,1639,2331,15160,4240,23370
04-02-2021,22 - 23,1496,2043,14718,4140,22397
04-02-2021,23 - 00,1310,2109,14454,3989,21862
05-02-2021,00 - 01,1235,1960,14294,3916,21405
05-02-2021,01 - 02,1308,2093,13954,3903,21258
05-02-2021,02 - 03,1362,2074,13836,3875,21147
05-02-2021,03 - 04,1357,2130,13765,3898,21150
05-02-2021,04 - 05,1307,2181,13859,3928,21275
05-02-2021,05 - 06,1375,2155,14328,4124,21982
05-02-2021,06 - 07,1219,2518,15167,4499,23403
05-02-2021,07 - 08,1287,2654,15822,4822,24585
05-02-2021,08 - 09,1530,2476,16122,4896,25024
05-02-2021,09 - 10,1510,2373,16032,4931,24846
05-02-2021,10 - 11,1471,2196,15997,4925,24589
05-02-2021,11 - 12,1487,2082,15885,4802,24256
05-02-2021,12 - 13,1483,2229,15603,4665,23980
05-02-2021,13 - 14,1426,2250,15214,4501,23391
05-02-2021,14 - 15,1359,2330,15070,4436,23195
05-02-2021,15 - 16,1286,2315,15071,4429,23101
05-02-2021,16 - 17,1388,2253,15400,4473,23514
05-02-2021,17 - 18,1368,2269,15821,4625,24083
05-02-2021,18 - 19,1425,2302,15652,4558,23937
05-02-2021,19 - 20,1427,2257,15203,4386,23273
05-02-2021,20 - 21,1302,2291,14826,4198,22617
05-02-2021,21 - 22,1307,2276,14446,4005,22034
05-02-2021,22 - 23,1323,2341,13983,3915,21562
05-02-2021,23 - 00,1339,2226,13526,3864,20955
06-02-2021,00 - 01,1296,2376,13096,3768,20536
06-02-2021,01 - 02,1101,2243,12995,3699,20038
06-02-2021,02 - 03,1096,2206,12860,3664,19826
06-02-2021,03 - 04,1152,2144,12897,3689,19882
06-02-2021,04 - 05,1270,1955,12989,3730,19944
06-02-2021,05 - 06,1311,1874,13197,3848,20230
06-02-2021,06 - 07,1321,2015,13505,4011,20852
06-02-2021,07 - 08,1273,1973,13911,4075,21232
06-02-2021,08 - 09,1374,1956,14311,4233,21874
06-02-2021,09 - 10,1296,2007,14706,4438,22447
06-02-2021,10 - 11,1382,2179,14746,4405,22712
06-02-2021,11 - 12,1404,2128,14646,4349,22527
06-02-2021,12 - 13,1373,2069,14453,4211,22106
06-02-2021,13 - 14,1313,2103,14040,4049,21505
06-02-2021,14 - 15,1229,2146,13848,3925,21148
06-02-2021,15 - 16,1292,2144,13979,3924,21339
06-02-2021,16 - 17,1443,2159,14543,4036,22181
06-02-2021,17 - 18,1309,2212,15148,4331,23000
06-02-2021,18 - 19,1398,2113,15145,4345,23001
06-02-2021,19 - 20,1320,2112,14791,4164,22387
06-02-2021,20 - 21,1351,2099,14147,4083,21680
06-02-2021,21 - 22,1326,2095,13701,3969,21091
06-02-2021,22 - 23,1311,2124,13395,3836,20666
06-02-2021,23 - 00,1309,2099,13043,3714,20165
07-02-2021,00 - 01,1320,2175,12829,3685,20009
07-02-2021,01 - 02,1345,2033,12766,3626,19770
07-02-2021,02 - 03,1268,2062,12649,3634,19613
07-02-2021,03 - 04,1191,2033,12599,3636,19459
07-02-2021,04 - 05,1158,2079,12620,3647,19504
07-02-2021,05 - 06,1239,2175,12880,3749,20043
07-02-2021,06 - 07,1316,2145,13256,3849,20566
07-02-2021,07 - 08,1312,2253,13624,3979,21168
07-02-2021,08 - 09,1336,2301,14003,3956,21596
07-02-2021,09 - 10,1353,2436,14250,4187,22226
07-02-2021,10 - 11,1447,2448,14429,4268,22592
07-02-2021,11 - 12,1466,2507,14411,4263,22647
07-02-2021,12 - 13,1352,2439,14281,4123,22195
07-02-2021,13 - 14,1304,2410,14101,4008,21823
07-02-2021,14 - 15,1358,2397,13981,4015,21751
07-02-2021,15 - 16,1415,2389,14106,4027,21937
07-02-2021,16 - 17,1522,2467,14622,4089,22700
07-02-2021,17 - 18,1601,2538,15236,4339,23714
07-02-2021,18 - 19,1497,2448,15081,4432,23458
07-02-2021,19 - 20,1458,2379,14799,4358,22994
07-02-2021,20 - 21,1407,2437,14511,4208,22563
07-02-2021,21 - 22,1412,2403,14146,4058,22019
07-02-2021,22 - 23,1397,2410,13685,3867,21359
07-02-2021,23 - 00,1345,2372,13252,3779,20748
08-02-2021,00 - 01,1272,2288,12970,3663,20193
08-02-2021,01 - 02,1279,2204,12844,3665,19992
08-02-2021,02 - 03,1299,2126,12762,3633,19820
08-02-2021,03 - 04,1192,2179,12841,3661,19873
08-02-2021,04 - 05,1129,2236,13121,3698,20184
08-02-2021,05 - 06,1335,2388,13691,3879,21293
08-02-2021,06 - 07,1764,2501,14956,4320,23541
08-02-2021,07 - 08,1677,2793,16068,4659,25197
08-02-2021,08 - 09,1658,2893,16192,4675,25418
08-02-2021,09 - 10,1510,2809,16193,4721,25233
08-02-2021,10 - 11,1484,2783,16139,4653,25059
08-02-2021,11 - 12,1367,2711,16092,4634,24804
08-02-2021,12 - 13,1340,2669,15876,4599,24484
08-02-2021,13 - 14,1410,2580,15410,4530,23930
08-02-2021,14 - 15,1389,2644,15324,4505,23862
08-02-2021,15 - 16,1497,2700,15281,4522,24000
08-02-2021,16 - 17,1493,2729,15576,4532,24330
08-02-2021,17 - 18,1435,2644,16156,4638,24873
08-02-2021,18 - 19,1493,2545,15922,4599,24559
08-02-2021,19 - 20,1466,2457,15582,4527,24032
08-02-2021,20 - 21,1397,2430,15242,4368,23437
08-02-2021,21 - 22,1414,2401,14749,4259,22823
08-02-2021,22 - 23,1410,2302,14154,4061,21927
08-02-2021,23 - 00,1345,2366,13567,3891,21169
09-02-2021,00 - 01,1209,2236,13207,3718,20370
09-02-2021,01 - 02,1267,2225,13080,3713,20285
09-02-2021,02 - 03,1261,1983,12989,3701,19934
09-02-2021,03 - 04,1262,1930,12966,3745,19903
09-02-2021,04 - 05,1256,1964,13136,3815,20171
09-02-2021,05 - 06,1318,2058,13802,3981,21159
09-02-2021,06 - 07,1481,2367,15083,4355,23286
09-02-2021,07 - 08,1610,2494,15883,4713,24700
09-02-2021,08 - 09,1574,2433,16175,4765,24947
09-02-2021,09 - 10,1498,2547,16151,4753,24949
09-02-2021,10 - 11,1502,2656,15999,4752,24909
09-02-2021,11 - 12,1409,2258,15785,4713,24165
09-02-2021,12 - 13,1269,2170,15763,4648,23850
09-02-2021,13 - 14,1408,2264,15480,4588,23740
09-02-2021,14 - 15,1433,2436,15325,4571,23765
09-02-2021,15 - 16,1513,2604,15614,4577,24308
09-02-2021,16 - 17,1441,2795,15936,4581,24753
09-02-2021,17 - 18,1444,2974,16423,4695,25536
09-02-2021,18 - 19,1524,2964,16345,4712,25545
09-02-2021,19 - 20,1511,2833,16099,4620,25063
09-02-2021,20 - 21,1516,2781,15759,4429,24485
09-02-2021,21 - 22,1390,2793,15163,4261,23607
09-02-2021,22 - 23,1259,2756,14648,4118,22781
09-02-2021,23 - 00,1285,2520,14573,3975,22353
10-02-2021,00 - 01,1187,2498,14390,3872,21947
10-02-2021,01 - 02,1185,2352,14135,3794,21466
10-02-2021,02 - 03,1046,2379,14098,3753,21276
10-02-2021,03 - 04,983,2513,13940,3765,21201
10-02-2021,04 - 05,1235,2451,14155,3789,21630
10-02-2021,05 - 06,1434,2575,14679,3947,22635
10-02-2021,06 - 07,1384,2729,15700,4360,24173
10-02-2021,07 - 08,1438,2899,16542,4680,25559
10-02-2021,08 - 09,1420,2821,16668,4748,25657
10-02-2021,09 - 10,1413,2805,16638,4732,25588
10-02-2021,10 - 11,1363,2783,16372,4687,25205
10-02-2021,11 - 12,1279,2726,16236,4626,24867
10-02-2021,12 - 13,1334,2576,16073,4511,24494
10-02-2021,13 - 14,1231,2374,15767,4451,23823
10-02-2021,14 - 15,1353,2387,15600,4408,23748
10-02-2021,15 - 16,1460,2443,15590,4441,23934
10-02-2021,16 - 17,1471,2536,15908,4458,24373
10-02-2021,17 - 18,1428,2571,16408,4648,25055
10-02-2021,18 - 19,1306,2511,16265,4634,24716
10-02-2021,19 - 20,1062,2460,15880,4494,23896
10-02-2021,20 - 21,1100,2346,15333,4369,23148
10-02-2021,21 - 22,1200,2317,14666,4202,22385
10-02-2021,22 - 23,1217,2274,14302,4125,21918
10-02-2021,23 - 00,1242,2201,13983,3983,21409
11-02-2021,00 - 01,1257,2070,13505,3812,20644
11-02-2021,01 - 02,1300,1916,13564,3762,20542
11-02-2021,02 - 03,1323,2022,13602,3793,20740
11-02-2021,03 - 04,1323,2046,13800,3857,21026
11-02-2021,04 - 05,1361,1995,13945,3925,21226
11-02-2021,05 - 06,1326,2053,14508,4164,22051
11-02-2021,06 - 07,1287,2210,15294,4544,23335
11-02-2021,07 - 08,1358,2193,15952,4834,24337
11-02-2021,08 - 09,1324,2242,16069,4866,24501
11-02-2021,09 - 10,1292,2097,16099,4910,24398
11-02-2021,10 - 11,1377,2074,16069,4711,24231
11-02-2021,11 - 12,1389,2001,15922,4686,23998
11-02-2021,12 - 13,1497,1900,15669,4572,23638
